,annotations,posts_in_topic,char_count,reply_count,reads,readers_count,incoming_link_count,quote_count,score
5360,0,32,1083.0,2,15,14,0,0,13.0
5361,0,32,152.0,0,14,13,0,0,47.8
5362,0,32,265.0,2,12,11,0,0,12.4
5363,0,32,627.0,0,10,9,0,0,2.0
5364,0,32,256.0,0,10,9,1,0,7.0
5365,0,32,164.0,0,10,9,1,0,7.0
5366,7,5,2120.0,0,15,14,61,0,338.0
5367,0,5,447.0,1,11,10,0,0,7.2
5368,0,5,360.0,0,13,12,1,0,7.6
5369,0,5,1443.0,0,9,8,0,0,1.8
5370,0,5,21.0,0,6,5,1,0,6.2
5371,5,40,2382.0,0,18,17,31,0,203.6
5372,0,40,489.0,0,14,13,0,0,2.8
5373,0,40,85.0,0,14,13,0,0,2.8
5374,0,40,1105.0,0,14,13,0,0,2.8
5375,0,40,1268.0,0,16,15,0,0,18.2
5376,0,40,833.0,0,15,14,0,0,3.0
5377,0,40,158.0,0,15,14,0,0,3.0
5378,0,40,1095.0,0,15,14,1,0,8.0
5379,0,40,1906.0,1,15,14,0,0,8.0
5380,0,40,512.0,2,14,13,0,0,72.8
5381,0,40,90.0,0,15,14,0,0,3.0
5382,0,40,61.0,1,15,14,0,0,23.0
5383,0,40,870.0,1,18,17,0,0,8.6
5384,0,40,1671.0,2,16,15,2,0,23.2
5385,0,40,1207.0,0,15,14,0,0,3.0
5386,0,40,812.0,0,13,12,0,0,2.6
5387,0,40,4.0,0,13,12,0,0,17.6
5388,0,40,156.0,0,13,12,0,0,2.6
5389,0,40,271.0,1,12,11,0,0,7.4
5390,0,40,101.0,0,12,11,0,0,2.4
5391,0,40,289.0,2,10,9,0,0,12.0
5392,0,40,617.0,1,11,10,1,0,12.2
5393,0,40,678.0,1,10,9,0,0,22.0
5394,0,40,34.0,1,10,9,0,0,7.0
5395,0,40,343.0,1,11,10,2,0,32.2
5396,0,40,106.0,0,10,9,0,0,17.0
5397,0,40,11.0,0,10,9,1,0,22.0
5398,0,40,941.0,0,10,9,0,0,2.0
5399,0,40,322.0,1,9,8,0,0,6.8
5400,0,40,230.0,0,10,9,0,0,17.0
5401,0,40,252.0,0,10,9,0,0,2.0
5402,0,40,92.0,1,8,7,1,0,11.6
5403,0,40,152.0,3,8,7,1,0,21.6
5404,0,40,1813.0,0,9,8,2,0,11.8
5405,0,40,788.0,0,9,8,1,0,21.8
5406,0,40,220.0,1,8,7,1,0,56.6
5407,0,40,393.0,0,7,6,1,0,6.4
5408,0,40,503.0,1,8,7,1,0,11.6
5409,0,40,307.0,1,7,6,1,0,11.4
5410,0,40,452.0,0,8,7,3,0,16.6
5411,16,9,6004.0,0,12,11,80,0,417.4
5412,2,9,1023.0,1,12,11,1,0,12.4
5413,9,9,3108.0,1,11,10,1,0,12.2
5414,2,9,875.0,1,10,9,0,0,7.0
5415,0,9,547.0,0,10,9,0,0,2.0
5416,0,9,784.0,0,8,7,0,0,1.6
5417,0,9,2668.0,1,6,5,0,0,51.2
5418,0,9,5.0,1,5,4,2,0,16.0
5419,0,9,930.0,0,5,4,1,0,51.0
5420,0,1,5352.0,0,13,12,12,0,122.6
5421,6,18,3885.0,0,28,27,18,0,155.6
5422,2,18,385.0,0,24,23,0,0,4.8
5423,0,18,522.0,1,23,22,0,0,9.6
5424,0,18,381.0,0,20,19,0,0,4.0
5425,0,18,561.0,0,18,17,0,0,3.6
5426,0,18,629.0,1,17,16,0,0,8.4
5427,0,18,234.0,2,17,16,0,0,13.4
5428,0,18,660.0,0,18,17,0,0,3.6
5429,0,18,529.0,1,17,16,0,0,53.4
5430,0,18,101.0,1,16,15,0,0,8.2
5431,0,18,60.0,1,16,15,0,0,8.2
5432,0,18,88.0,0,16,15,1,0,53.2
5433,0,18,459.0,1,11,10,0,0,7.2
5434,0,18,360.0,0,10,9,0,0,32.0
5435,0,18,42.0,0,10,9,0,0,2.0
5436,0,18,240.0,0,10,9,1,0,7.0
5437,0,18,36.0,0,9,8,0,0,46.8
5438,0,18,214.0,0,8,7,1,0,96.6
5439,0,25,5189.0,0,31,30,49,0,371.2
5440,0,25,158.0,1,25,24,0,0,25.0
5441,0,25,65.0,1,23,22,0,0,9.6
5442,0,25,1094.0,1,20,19,0,0,9.0
5443,0,25,329.0,2,15,14,0,0,103.0
5444,0,25,701.0,1,14,13,0,0,7.8
5445,0,25,422.0,1,14,13,0,0,22.8
5446,0,25,255.0,2,13,12,0,0,12.6
5447,0,25,1419.0,2,16,15,0,0,13.2
5448,0,25,230.0,1,16,15,0,0,23.2
5449,0,25,141.0,1,16,15,0,0,8.2
5450,0,25,409.0,0,12,11,0,0,2.4
5451,0,25,72.0,0,14,13,0,0,2.8
5452,0,25,449.0,0,15,14,0,0,3.0
5453,0,25,795.0,0,12,11,1,0,97.4
5454,0,25,399.0,1,10,9,1,0,12.0
5455,0,25,3641.0,1,12,11,1,0,72.4
5456,0,25,717.0,1,11,10,0,0,52.2
5457,0,25,137.0,1,11,10,0,0,22.2
5458,0,25,194.0,1,10,9,0,0,7.0
5459,0,25,151.0,1,7,6,1,0,11.4
5460,0,25,134.0,1,7,6,0,0,6.4
5461,0,25,14.0,1,6,5,1,0,11.2
5462,0,25,507.0,0,6,5,2,0,11.2
5463,0,25,186.0,0,7,6,1,0,6.4
5464,8,21,1995.0,0,14,13,12,0,94.8
5465,1,21,336.0,0,12,11,0,0,2.4
5466,8,21,1861.0,2,12,11,0,0,12.4
5467,2,21,782.0,1,11,10,0,0,22.2
5468,2,21,505.0,0,10,9,0,0,2.0
5469,1,21,914.0,1,10,9,0,0,7.0
5470,1,21,1235.0,2,9,8,0,0,11.8
5471,0,21,162.0,0,9,8,0,0,1.8
5472,2,21,675.0,0,10,9,0,0,2.0
5473,3,21,1558.0,0,9,8,0,0,1.8
5474,6,21,3081.0,1,8,7,0,0,6.6
5475,4,21,1427.0,1,7,6,0,0,6.4
5476,0,21,838.0,1,7,6,0,0,6.4
5477,3,21,212.0,0,6,5,0,0,1.2
5478,0,21,795.0,2,7,6,0,0,11.4
5479,0,21,1127.0,0,6,5,0,0,1.2
5480,0,21,1127.0,1,6,5,0,0,6.2
5481,0,21,586.0,0,5,4,0,0,1.0
5482,0,21,316.0,1,4,3,0,0,5.8
5483,0,21,253.0,1,4,3,1,0,10.8
5484,0,21,321.0,0,4,3,1,0,5.8
5485,10,10,4469.0,0,4,3,19,0,95.8
5486,1,10,521.0,2,3,2,0,0,10.6
5487,0,10,25.0,1,3,2,1,0,10.6
5488,0,10,15.0,0,3,2,0,0,0.6
5489,3,10,2057.0,1,3,2,0,0,5.6
5490,0,10,352.0,0,3,2,0,0,0.6
5491,0,10,44.0,1,2,1,0,0,5.4
5492,1,10,480.0,0,3,2,0,0,0.6
5493,1,10,323.0,0,3,2,0,0,0.6
5494,0,10,314.0,0,2,1,0,0,0.4
5495,9,10,6139.0,1,6,5,6,0,36.2
5496,3,10,1104.0,0,4,3,0,0,0.8
5497,3,10,653.0,0,3,2,0,0,0.6
5498,2,10,304.0,0,3,2,0,0,0.6
5499,2,10,1042.0,1,4,3,0,0,5.8
5500,0,10,457.0,0,5,4,0,0,1.0
5501,4,10,1432.0,1,5,4,0,0,21.0
5502,0,10,130.0,1,5,4,0,0,6.0
5503,0,10,87.0,0,4,3,0,0,0.8
5504,0,10,1083.0,0,4,3,0,0,0.8
5505,0,11,3536.0,0,31,30,10,0,206.2
5506,0,11,741.0,1,24,23,0,0,9.8
5507,0,11,779.0,0,26,25,0,0,50.2
5508,0,11,638.0,0,21,20,0,0,4.2
5509,0,11,460.0,1,19,18,0,0,23.8
5510,0,11,5.0,0,16,15,0,0,3.2
5511,0,11,2126.0,1,16,15,81,0,503.2
5512,0,11,359.0,1,14,13,3,0,67.8
5513,0,11,892.0,1,15,14,0,0,8.0
5514,0,11,787.0,1,15,14,1,1,13.0
5515,0,11,676.0,0,12,11,0,0,2.4
5516,0,1,6603.0,0,15,14,211,0,1163.0
5517,0,8,3700.0,0,15,14,25,0,128.0
5518,0,8,786.0,1,14,13,0,0,7.8
5519,0,8,681.0,0,15,14,0,0,3.0
5520,0,8,441.0,1,13,12,0,0,7.6
5521,0,8,449.0,0,13,12,0,0,2.6
5522,0,8,448.0,1,14,13,0,0,7.8
5523,0,8,364.0,0,12,11,1,0,22.4
5524,0,8,209.0,0,6,5,1,0,6.2
5525,0,8,6121.0,1,15,14,10,0,133.0
5526,0,8,268.0,0,11,10,20,0,147.2
5527,0,8,870.0,1,10,9,1,1,12.0
5528,0,8,918.0,0,10,9,2,0,57.0
5529,0,8,1952.0,1,9,8,0,0,51.8
5530,0,8,857.0,1,9,8,0,0,96.8
5531,0,8,101.0,0,8,7,1,0,6.6
5532,0,8,381.0,0,8,7,1,0,51.6
5533,0,4,5848.0,0,13,12,25,0,172.6
5534,0,4,334.0,0,9,8,1,0,6.8
5535,0,4,786.0,1,9,8,4,0,26.8
5536,0,4,414.0,0,8,7,0,0,1.6
5537,12,6,2477.0,0,15,14,10,0,173.0
5538,0,6,637.0,1,12,11,0,0,37.4
5539,1,6,451.0,1,12,11,1,0,27.4
5540,0,6,346.0,0,10,9,0,0,2.0
5541,0,6,50.0,0,10,9,0,0,2.0
5542,0,6,244.0,0,7,6,1,0,111.4
5543,0,19,8925.0,1,46,45,405,0,2354.2
5544,0,19,1544.0,1,40,39,2,0,53.0
5545,0,19,228.0,0,30,29,1,1,26.0
5546,0,19,86.0,1,28,27,1,0,90.6
5547,0,19,370.0,0,28,27,0,0,20.6
5548,0,19,1567.0,0,30,29,21,0,186.0
5549,0,19,146.0,1,29,28,1,0,15.8
5550,0,19,779.0,0,27,26,1,0,25.4
5551,0,19,2674.0,1,28,27,0,0,25.6
5552,0,19,2067.0,0,25,24,2,0,45.0
5553,0,19,537.0,0,23,22,0,0,19.6
5554,0,19,312.0,0,24,23,0,0,19.8
5555,0,19,65.0,0,21,20,0,0,49.2
5556,0,19,190.0,0,20,19,0,0,19.0
5557,0,19,8109.0,1,19,18,2,0,123.8
5558,0,19,389.0,0,14,13,1,0,7.8
5559,0,19,959.0,0,13,12,1,0,22.6
5560,0,19,1363.0,1,13,12,0,1,7.6
5561,0,19,158.0,0,11,10,1,0,7.2
5562,0,7,7713.0,0,17,16,12,0,63.4
5563,0,7,124.0,1,12,11,0,0,7.4
5564,0,7,111.0,1,12,11,1,0,12.4
5565,0,7,508.0,0,12,11,1,0,7.4
5566,0,7,167.0,0,12,11,1,0,7.4
5567,0,7,318.0,1,10,9,1,0,12.0
5568,0,7,502.0,0,10,9,0,0,47.0
5569,0,7,17107.0,0,16,15,67,0,488.2
5570,0,7,84.0,1,14,13,1,0,12.8
5571,0,7,157.0,0,14,13,0,0,2.8
5572,0,7,160.0,0,13,12,0,0,47.6
5573,0,7,1481.0,2,11,10,0,0,102.2
5574,0,7,646.0,1,7,6,0,0,6.4
5575,0,7,340.0,0,6,5,0,0,46.2
5576,0,4,6506.0,0,11,10,2,0,102.2
5577,0,4,145.0,0,9,8,0,0,1.8
5578,0,4,305.0,1,5,4,0,0,6.0
5579,0,4,3504.0,0,3,2,1,0,50.6
5580,0,3,2030.0,0,11,10,35,0,222.2
5581,0,3,122.0,1,8,7,0,0,6.6
5582,0,3,685.0,0,4,3,1,0,5.8
5583,0,11,3300.0,1,16,15,28,0,255.2
5584,0,11,315.0,1,15,14,0,0,8.0
5585,0,11,270.0,0,15,14,0,0,3.0
5586,0,11,125.0,0,14,13,0,0,17.8
5587,0,11,1031.0,0,13,12,0,0,2.6
5588,0,11,261.0,0,12,11,0,0,17.4
5589,0,11,382.0,1,8,7,0,0,6.6
5590,0,11,165.0,0,7,6,0,0,16.4
5591,0,11,699.0,0,7,6,0,1,1.4
5592,0,11,518.0,0,5,4,0,0,1.0
5593,0,11,304.0,0,5,4,1,0,6.0
5594,0,6,728.0,0,13,12,5,0,27.6
5595,0,6,451.0,1,13,12,0,0,22.6
5596,0,6,74.0,0,11,10,0,0,2.2
5597,0,6,1095.0,1,11,10,0,0,7.2
5598,0,6,761.0,1,8,7,0,1,6.6
5599,0,6,1209.0,0,7,6,0,0,16.4
5600,0,6,307.0,1,30,29,0,0,11.0
5601,0,6,90.0,0,29,28,0,0,95.8
5602,0,6,70.0,1,25,24,0,0,10.0
5603,0,6,295.0,1,25,24,0,0,40.0
5604,0,6,1163.0,1,19,18,0,0,53.8
5605,0,6,219.0,0,17,16,0,0,18.4
5606,12,30,6189.0,0,11,10,117,0,602.2
5607,2,30,494.0,0,8,7,0,0,16.6
5608,5,30,1097.0,4,8,7,0,0,36.6
5609,0,30,151.0,1,5,4,0,0,6.0
5610,0,30,185.0,0,5,4,0,0,1.0
5611,1,30,261.0,2,6,5,0,0,11.2
5612,0,30,230.0,0,5,4,0,0,16.0
5613,3,30,90.0,0,6,5,0,0,1.2
5614,1,30,25.0,2,5,4,0,0,11.0
5615,1,30,52.0,1,6,5,0,0,6.2
5616,0,30,30.0,0,5,4,0,0,1.0
5617,0,30,285.0,2,6,5,0,0,11.2
5618,0,30,40.0,2,5,4,0,0,11.0
5619,0,30,50.0,0,6,5,0,0,1.2
5620,0,30,459.0,2,6,5,0,0,11.2
5621,0,30,82.0,1,5,4,0,0,6.0
5622,0,30,31.0,0,5,4,0,0,1.0
5623,0,30,26.0,0,5,4,0,0,1.0
5624,0,30,41.0,0,5,4,0,0,1.0
5625,0,30,884.0,1,5,4,0,0,6.0
5626,1,30,278.0,0,5,4,0,0,1.0
5627,0,30,44.0,0,4,3,0,0,0.8
5628,3,30,522.0,1,5,4,0,0,6.0
5629,1,30,520.0,1,5,4,0,0,6.0
5630,1,30,421.0,0,5,4,0,0,1.0
5631,2,30,451.0,0,5,4,0,0,1.0
5632,3,30,612.0,0,5,4,0,0,1.0
5633,3,30,55.0,0,6,5,0,0,1.2
5634,0,30,365.0,0,8,7,0,0,1.6
5635,0,30,397.0,0,7,6,0,0,1.4
5636,15,39,4651.0,0,18,17,17,0,103.6
5637,6,39,426.0,2,15,14,0,0,13.0
5638,1,39,150.0,1,14,13,0,0,7.8
5639,0,39,49.0,1,14,13,0,0,7.8
5640,0,39,55.0,0,13,12,0,0,2.6
5641,1,39,137.0,1,12,11,0,0,7.4
5642,0,39,64.0,2,13,12,0,0,12.6
5643,0,39,56.0,0,12,11,0,0,2.4
5644,0,39,115.0,1,13,12,0,0,7.6
5645,0,39,143.0,1,11,10,0,0,7.2
5646,0,39,177.0,1,11,10,0,0,7.2
5647,0,39,247.0,0,10,9,0,0,2.0
5648,9,39,179.0,1,8,7,0,0,6.6
5649,11,39,495.0,2,8,7,0,0,11.6
5650,2,39,1223.0,0,9,8,0,0,1.8
5651,6,39,294.0,1,8,7,1,0,11.6
5652,2,39,181.0,1,9,8,0,0,6.8
5653,2,39,29.0,2,9,8,0,0,11.8
5654,1,39,179.0,1,9,8,0,0,6.8
5655,12,39,3875.0,1,10,9,0,0,7.0
5656,1,39,775.0,1,6,5,0,0,6.2
5657,0,39,54.0,0,6,5,0,0,1.2
5658,2,39,54.0,1,6,5,0,0,6.2
5659,1,39,58.0,0,5,4,0,0,1.0
5660,3,39,40.0,0,7,6,0,0,1.4
5661,1,39,116.0,2,9,8,0,0,11.8
5662,0,39,74.0,0,9,8,0,0,1.8
5663,0,39,52.0,0,8,7,0,0,1.6
5664,0,39,684.0,1,7,6,0,0,66.4
5665,0,39,286.0,1,7,6,0,0,6.4
5666,0,39,856.0,1,7,6,0,0,51.4
5667,0,39,292.0,1,7,6,1,0,11.4
5668,0,39,1054.0,2,7,6,0,1,11.4
5669,0,39,204.0,1,8,7,0,1,21.6
5670,0,39,148.0,1,8,7,0,0,66.6
5671,0,39,39.0,0,7,6,0,0,16.4
5672,0,39,189.0,0,7,6,0,0,46.4
5673,0,39,36.0,1,7,6,0,0,6.4
5674,0,39,128.0,0,5,4,0,0,1.0
5675,0,7,4870.0,0,15,14,9,0,63.0
5676,0,7,1546.0,1,11,10,0,0,7.2
5677,0,7,656.0,1,9,8,0,1,21.8
5678,0,7,436.0,1,6,5,0,1,51.2
5679,0,7,1649.0,1,6,5,0,1,21.2
5680,0,7,683.0,1,5,4,0,1,51.0
5681,0,7,161.0,0,4,3,0,0,0.8
5682,0,5,4119.0,0,16,15,4,0,83.2
5683,0,5,252.0,1,13,12,0,0,7.6
5684,0,5,322.0,0,12,11,0,0,2.4
5685,0,5,395.0,1,12,11,0,0,7.4
5686,0,5,78.0,0,11,10,0,0,2.2
5687,0,14,2775.0,0,23,22,125,0,779.6
5688,0,14,722.0,1,22,21,0,0,9.4
5689,0,14,1877.0,1,21,20,2,0,64.2
5690,0,14,710.0,1,16,15,0,0,38.2
5691,0,14,1009.0,1,14,13,1,0,87.8
5692,0,14,387.0,1,12,11,0,0,52.4
5693,0,14,284.0,1,13,12,0,0,7.6
5694,0,14,721.0,0,14,13,0,0,17.8
5695,0,14,750.0,2,13,12,0,0,27.6
5696,0,14,722.0,0,14,13,0,1,47.8
5697,0,14,725.0,1,13,12,0,0,7.6
5698,0,14,730.0,1,13,12,2,0,77.6
5699,0,14,416.0,1,10,9,0,1,52.0
5700,0,14,474.0,0,10,9,0,0,62.0
5701,0,3,5754.0,0,7,6,5,0,26.4
5702,0,3,150.0,1,5,4,0,0,6.0
5703,0,3,394.0,0,4,3,0,0,0.8
5704,0,8,,0,28,27,0,0,5.6
5705,0,8,57.0,0,25,24,0,0,5.0
5706,0,8,208.0,2,24,23,0,0,14.8
5707,0,8,545.0,1,24,23,0,0,54.8
5708,0,8,50.0,1,22,21,2,0,19.4
5709,0,8,1264.0,0,21,20,0,0,4.2
5710,0,8,994.0,0,23,22,0,0,4.6
5711,0,8,268.0,0,18,17,0,1,3.6
5712,11,2,6007.0,1,8,7,11,0,61.6
5713,0,2,913.0,0,4,3,0,1,0.8
5714,7,12,6252.0,2,16,15,8,0,128.2
5715,0,12,1355.0,0,13,12,0,0,2.6
5716,1,12,2486.0,3,12,11,0,0,17.4
5717,1,12,3533.0,1,10,9,0,0,7.0
5718,1,12,1404.0,2,10,9,0,1,57.0
5719,2,12,2192.0,2,10,9,2,1,67.0
5720,0,12,3227.0,0,10,9,0,0,2.0
5721,0,12,3264.0,0,10,9,0,0,47.0
5722,0,12,819.0,0,9,8,0,0,46.8
5723,0,12,1427.0,0,9,8,0,1,16.8
5724,1,12,5541.0,1,9,8,0,1,51.8
5725,0,12,461.0,0,9,8,0,0,16.8
5726,0,8,4405.0,0,22,21,9,0,139.4
5727,0,8,775.0,1,19,18,0,0,8.8
5728,0,8,101.0,0,19,18,0,0,3.8
5729,0,8,590.0,1,18,17,0,0,98.6
5730,0,8,473.0,0,10,9,0,0,17.0
5731,0,8,348.0,1,10,9,0,0,7.0
5732,0,8,249.0,0,9,8,0,0,1.8
5733,0,8,447.0,0,8,7,0,0,1.6
5734,0,5,2125.0,0,14,13,3,0,77.8
5735,0,5,688.0,0,11,10,0,0,17.2
5736,0,5,81.0,0,6,5,0,0,1.2
5737,0,5,130.0,0,4,3,0,0,0.8
5738,0,5,384.0,0,3,2,0,0,0.6
5739,0,4,2605.0,0,10,9,5,0,42.0
5740,0,4,1252.0,1,5,4,0,0,6.0
5741,0,4,171.0,0,6,5,0,0,1.2
5742,0,4,2315.0,0,5,4,0,0,1.0
5743,0,5,1884.0,1,13,12,7,0,102.6
5744,0,5,408.0,0,12,11,0,0,2.4
5745,0,5,740.0,0,10,9,0,0,2.0
5746,0,5,591.0,0,7,6,0,0,46.4
5747,0,5,924.0,0,7,6,0,1,46.4
5748,0,4,3200.0,0,25,24,9,0,65.0
5749,0,4,345.0,1,15,14,1,0,43.0
5750,0,4,272.0,1,15,14,0,0,8.0
5751,0,4,459.0,0,13,12,0,0,2.6
5752,0,1,3468.0,0,15,14,119,0,642.8
5753,3,2,1923.0,0,11,10,17,0,142.2
5754,0,2,421.0,0,5,4,1,0,1.0
5755,21,12,5084.0,0,18,17,7,0,83.6
5756,1,12,449.0,1,13,12,2,0,17.6
5757,1,12,380.0,1,13,12,2,0,62.6
5758,1,12,931.0,1,12,11,2,1,32.4
5759,0,12,417.0,0,11,10,2,0,57.2
5760,0,12,223.0,1,9,8,2,0,31.8
5761,0,12,645.0,0,10,9,2,1,57.0
5762,1,12,375.0,1,8,7,2,0,31.6
5763,0,12,954.0,1,8,7,1,0,11.6
5764,1,12,232.0,1,8,7,2,0,16.6
5765,0,12,463.0,1,9,8,2,0,16.8
5766,0,12,572.0,0,6,5,2,0,11.2
5767,0,5,5944.0,0,16,15,22,0,173.2
5768,0,5,854.0,1,11,10,0,0,52.2
5769,0,5,496.0,1,9,8,0,0,51.8
5770,0,5,77.0,0,7,6,0,0,46.4
5771,0,5,658.0,0,8,7,0,0,1.6
5772,0,5,222.0,0,13,12,2,0,12.6
5773,0,5,78.0,1,11,10,0,0,7.2
5774,0,5,135.0,1,10,9,0,0,7.0
5775,0,5,268.0,0,8,7,0,0,31.6
5776,0,5,78.0,0,8,7,0,0,46.6
5777,0,1,1375.0,0,8,7,30,0,211.6
5778,0,7,2522.0,0,21,20,22,0,294.2
5779,0,7,351.0,1,16,15,0,0,8.2
5780,0,7,754.0,1,13,12,3,0,22.6
5781,0,7,245.0,1,11,10,0,0,7.2
5782,0,7,15.0,1,11,10,0,0,52.2
5783,0,7,58.0,0,11,10,0,0,2.2
5784,0,7,269.0,0,7,6,0,0,1.4
5785,0,9,2817.0,0,10,9,10,0,52.0
5786,0,9,642.0,2,8,7,0,0,11.6
5787,0,9,1171.0,1,8,7,0,0,6.6
5788,0,9,1054.0,2,6,5,0,0,71.2
5789,0,9,559.0,0,7,6,0,0,1.4
5790,0,9,737.0,0,6,5,0,0,1.2
5791,0,9,830.0,0,6,5,0,0,1.2
5792,0,9,544.0,1,6,5,0,0,6.2
5793,0,9,1334.0,0,5,4,0,0,1.0
5794,0,13,6454.0,0,14,13,3,0,17.8
5795,0,13,292.0,1,8,7,0,0,6.6
5796,0,13,45.0,0,7,6,0,0,1.4
5797,0,13,339.0,0,8,7,0,0,1.6
5798,0,13,765.0,0,7,6,0,0,1.4
5799,0,13,1105.0,0,7,6,0,0,1.4
5800,0,13,421.0,1,8,7,0,0,6.6
5801,0,13,129.0,0,9,8,0,0,1.8
5802,0,13,1481.0,0,9,8,0,0,1.8
5803,0,13,361.0,1,8,7,0,0,51.6
5804,0,13,789.0,1,6,5,0,0,66.2
5805,0,13,391.0,1,6,5,0,0,6.2
5806,0,13,450.0,0,5,4,0,0,1.0
5807,6,6,1326.0,0,10,9,1,0,7.0
5808,4,6,578.0,0,8,7,0,0,1.6
5809,7,6,1772.0,1,8,7,0,0,21.6
5810,2,6,880.0,0,8,7,1,0,6.6
5811,0,6,2421.0,0,5,4,0,0,1.0
5812,0,6,183.0,0,4,3,0,0,0.8
5813,16,4,5862.0,1,8,7,1,0,11.6
5814,2,4,605.0,0,7,6,0,0,1.4
5815,0,4,326.0,1,6,5,0,1,96.2
5816,0,4,95.0,0,6,5,0,0,1.2
5817,13,6,4324.0,0,14,13,16,0,97.8
5818,2,6,772.0,0,14,13,1,0,7.8
5819,7,6,3976.0,1,13,12,0,0,97.6
5820,0,6,1562.0,1,11,10,0,0,67.2
5821,3,6,1639.0,0,10,9,1,0,22.0
5822,0,6,784.0,0,6,5,0,1,1.2
5823,0,12,5666.0,0,23,22,39,0,379.6
5824,0,12,419.0,0,19,18,1,0,113.8
5825,0,12,483.0,1,18,17,0,0,8.6
5826,0,12,1053.0,0,15,14,0,0,48.0
5827,0,12,16.0,0,14,13,0,0,2.8
5828,0,12,246.0,0,12,11,0,0,2.4
5829,0,12,227.0,1,11,10,0,0,97.2
5830,0,12,384.0,0,10,9,0,0,2.0
5831,0,12,113.0,1,9,8,0,0,6.8
5832,0,12,116.0,1,8,7,0,0,6.6
5833,0,12,895.0,0,8,7,0,0,16.6
5834,0,12,96.0,0,8,7,0,0,1.6
5835,14,6,5662.0,0,8,7,2,0,26.6
5836,3,6,1190.0,0,7,6,0,0,16.4
5837,3,6,1496.0,0,7,6,1,0,6.4
5838,4,6,693.0,0,6,5,0,0,1.2
5839,0,6,718.0,0,5,4,0,0,1.0
5840,0,6,982.0,0,4,3,0,0,0.8
5841,13,3,4718.0,0,12,11,9,0,107.4
5842,0,3,825.0,1,9,8,0,0,21.8
5843,1,3,162.0,0,8,7,0,0,1.6
5844,0,1,589.0,0,7,6,3,0,61.4
5845,0,5,2419.0,0,10,9,12,0,122.0
5846,0,5,141.0,1,8,7,0,0,21.6
5847,0,5,161.0,1,8,7,0,0,66.6
5848,0,5,318.0,0,8,7,0,0,1.6
5849,0,5,369.0,0,8,7,2,0,11.6
5850,0,1,4718.0,0,11,10,14,0,102.2
5851,15,6,4656.0,0,25,24,78,0,562.0
5852,0,6,25.0,0,24,23,0,0,19.8
5853,3,6,972.0,1,22,21,0,0,9.4
5854,1,6,869.0,1,23,22,0,0,9.6
5855,1,6,1722.0,0,20,19,0,0,4.0
5856,1,6,1160.0,0,19,18,0,0,3.8
5857,0,2,1736.0,0,9,8,6,0,76.8
5858,0,2,44.0,0,4,3,0,0,0.8
5859,0,1,475.0,0,10,9,0,0,107.0
5860,0,5,2950.0,0,13,12,0,0,2.6
5861,0,5,116.0,1,9,8,0,0,6.8
5862,0,5,336.0,1,9,8,0,0,6.8
5863,0,5,261.0,1,8,7,0,0,6.6
5864,0,5,72.0,0,7,6,0,0,46.4
5865,0,5,6198.0,0,16,15,12,0,63.2
5866,0,5,1086.0,1,14,13,0,0,7.8
5867,0,5,810.0,0,12,11,0,0,2.4
5868,0,5,1938.0,1,10,9,0,0,52.0
5869,0,5,247.0,0,9,8,0,0,1.8
5870,0,2,3637.0,0,12,11,71,0,451.4
5871,0,2,353.0,0,8,7,0,0,16.6
5872,0,4,8994.0,1,18,17,93,0,623.6
5873,0,4,415.0,0,17,16,0,0,63.4
5874,0,4,629.0,0,16,15,0,0,3.2
5875,0,4,591.0,0,15,14,0,0,48.0
5876,0,5,4164.0,0,14,13,35,0,252.8
5877,0,5,163.0,1,12,11,0,0,67.4
5878,0,5,14.0,0,12,11,0,0,47.4
5879,0,5,,0,7,6,1,0,6.4
5880,0,5,,0,7,6,1,0,6.4
5881,0,7,162.0,0,11,10,1,0,7.2
5882,0,7,56.0,1,10,9,0,0,7.0
5883,0,7,280.0,2,10,9,0,0,12.0
5884,0,7,44.0,1,8,7,0,0,6.6
5885,0,7,856.0,1,6,5,0,0,6.2
5886,0,7,408.0,0,5,4,0,0,1.0
5887,0,7,30.0,0,3,2,0,0,0.6
5888,0,21,11740.0,0,23,22,269,0,1394.6
5889,0,21,141.0,0,16,15,1,0,8.2
5890,0,21,434.0,1,16,15,0,0,8.2
5891,0,21,364.0,1,15,14,0,0,8.0
5892,0,21,538.0,0,14,13,1,0,7.8
5893,0,21,879.0,1,15,14,1,0,13.0
5894,0,21,3479.0,2,14,13,2,0,22.8
5895,0,21,5661.0,2,12,11,0,0,57.4
5896,0,21,188.0,1,13,12,0,0,7.6
5897,0,21,1033.0,1,13,12,1,0,12.6
5898,0,21,519.0,1,13,12,0,0,7.6
5899,0,21,1370.0,1,12,11,0,0,7.4
5900,0,21,1384.0,1,12,11,1,0,12.4
5901,0,21,19.0,0,12,11,1,0,7.4
5902,0,21,519.0,1,12,11,2,0,17.4
5903,0,21,1160.0,0,12,11,0,0,2.4
5904,0,21,441.0,0,11,10,0,0,2.2
5905,0,21,497.0,1,10,9,1,0,12.0
5906,0,21,1271.0,0,10,9,1,0,7.0
5907,0,21,47.0,0,10,9,0,0,2.0
5908,0,21,1061.0,0,10,9,0,0,92.0
5909,0,2,9402.0,0,14,13,119,0,657.8
5910,0,2,1781.0,0,8,7,0,0,1.6
5911,0,1,3809.0,0,9,8,0,0,1.8
