,annotations,posts_in_topic,char_count,reply_count,reads,readers_count,incoming_link_count,quote_count,score,source_username,source_username
5753,3,2,1923.0,0,11,10,17,0,142.2,anon147599227,anon147599227
5754,0,2,421.0,0,5,4,1,0,1.0,anon642196329,anon642196329
5755,21,12,5084.0,0,18,17,7,0,83.6,anon3958191004,anon3958191004
5756,1,12,449.0,1,13,12,2,0,17.6,anon3103495327,anon3103495327
5757,1,12,380.0,1,13,12,2,0,62.6,anon3958191004,anon3958191004
5758,1,12,931.0,1,12,11,2,1,32.4,anon3103495327,anon3103495327
5759,0,12,417.0,0,11,10,2,0,57.2,anon3958191004,anon3958191004
5760,0,12,223.0,1,9,8,2,0,31.8,anon125867087,anon125867087
5761,0,12,645.0,0,10,9,2,1,57.0,anon3958191004,anon3958191004
5762,1,12,375.0,1,8,7,2,0,31.6,anon241219415,anon241219415
5763,0,12,954.0,1,8,7,1,0,11.6,anon3958191004,anon3958191004
5764,1,12,232.0,1,8,7,2,0,16.6,anon241219415,anon241219415
5765,0,12,463.0,1,9,8,2,0,16.8,anon3958191004,anon3958191004
5766,0,12,572.0,0,6,5,2,0,11.2,anon931447554,anon931447554
5767,0,5,5944.0,0,16,15,22,0,173.2,anon4138993108,anon4138993108
5768,0,5,854.0,1,11,10,0,0,52.2,anon147599227,anon147599227
5769,0,5,496.0,1,9,8,0,0,51.8,anon241219415,anon241219415
5770,0,5,77.0,0,7,6,0,0,46.4,anon4138993108,anon4138993108
5771,0,5,658.0,0,8,7,0,0,1.6,anon4138993108,anon4138993108
5772,0,5,222.0,0,13,12,2,0,12.6,anon4196090195,anon4196090195
5773,0,5,78.0,1,11,10,0,0,7.2,anon797389185,anon797389185
5774,0,5,135.0,1,10,9,0,0,7.0,anon4196090195,anon4196090195
5775,0,5,268.0,0,8,7,0,0,31.6,anon360117346,anon360117346
5776,0,5,78.0,0,8,7,0,0,46.6,anon4196090195,anon4196090195
5777,0,1,1375.0,0,8,7,30,0,211.6,anon360117346,anon360117346
5778,0,7,2522.0,0,21,20,22,0,294.2,anon147599227,anon147599227
5779,0,7,351.0,1,16,15,0,0,8.2,anon2302785458,anon2302785458
5780,0,7,754.0,1,13,12,3,0,22.6,anon360117346,anon360117346
5781,0,7,245.0,1,11,10,0,0,7.2,anon2302785458,anon2302785458
5782,0,7,15.0,1,11,10,0,0,52.2,anon360117346,anon360117346
5783,0,7,58.0,0,11,10,0,0,2.2,anon2302785458,anon2302785458
5784,0,7,269.0,0,7,6,0,0,1.4,anon360117346,anon360117346
5785,0,9,2817.0,0,10,9,10,0,52.0,anon4138993108,anon4138993108
5786,0,9,642.0,2,8,7,0,0,11.6,anon360117346,anon360117346
5787,0,9,1171.0,1,8,7,0,0,6.6,anon642196329,anon642196329
5788,0,9,1054.0,2,6,5,0,0,71.2,anon797389185,anon797389185
5789,0,9,559.0,0,7,6,0,0,1.4,anon797389185,anon797389185
5790,0,9,737.0,0,6,5,0,0,1.2,anon2189595799,anon2189595799
5791,0,9,830.0,0,6,5,0,0,1.2,anon2189595799,anon2189595799
5792,0,9,544.0,1,6,5,0,0,6.2,anon2189595799,anon2189595799
5793,0,9,1334.0,0,5,4,0,0,1.0,anon241219415,anon241219415
5794,0,13,6454.0,0,14,13,3,0,17.8,anon567906217,anon567906217
5795,0,13,292.0,1,8,7,0,0,6.6,anon360117346,anon360117346
5796,0,13,45.0,0,7,6,0,0,1.4,anon567906217,anon567906217
5797,0,13,339.0,0,8,7,0,0,1.6,anon241219415,anon241219415
5798,0,13,765.0,0,7,6,0,0,1.4,anon360117346,anon360117346
5799,0,13,1105.0,0,7,6,0,0,1.4,anon567906217,anon567906217
5800,0,13,421.0,1,8,7,0,0,6.6,anon360117346,anon360117346
5801,0,13,129.0,0,9,8,0,0,1.8,anon567906217,anon567906217
5802,0,13,1481.0,0,9,8,0,0,1.8,anon4138993108,anon4138993108
5803,0,13,361.0,1,8,7,0,0,51.6,anon360117346,anon360117346
5804,0,13,789.0,1,6,5,0,0,66.2,anon567906217,anon567906217
5805,0,13,391.0,1,6,5,0,0,6.2,anon360117346,anon360117346
5806,0,13,450.0,0,5,4,0,0,1.0,anon567906217,anon567906217
5807,6,6,1326.0,0,10,9,1,0,7.0,anon642196329,anon642196329
5808,4,6,578.0,0,8,7,0,0,1.6,anon642196329,anon642196329
5809,7,6,1772.0,1,8,7,0,0,21.6,anon4138993108,anon4138993108
5810,2,6,880.0,0,8,7,1,0,6.6,anon360117346,anon360117346
5811,0,6,2421.0,0,5,4,0,0,1.0,anon241219415,anon241219415
5812,0,6,183.0,0,4,3,0,0,0.8,anon642196329,anon642196329
5813,16,4,5862.0,1,8,7,1,0,11.6,anon360117346,anon360117346
5814,2,4,605.0,0,7,6,0,0,1.4,anon360117346,anon360117346
5815,0,4,326.0,1,6,5,0,1,96.2,anon3402179560,anon3402179560
5816,0,4,95.0,0,6,5,0,0,1.2,anon360117346,anon360117346
5817,13,6,4324.0,0,14,13,16,0,97.8,anon147599227,anon147599227
5818,2,6,772.0,0,14,13,1,0,7.8,anon360117346,anon360117346
5819,7,6,3976.0,1,13,12,0,0,97.6,anon4138993108,anon4138993108
5820,0,6,1562.0,1,11,10,0,0,67.2,anon360117346,anon360117346
5821,3,6,1639.0,0,10,9,1,0,22.0,anon147599227,anon147599227
5822,0,6,784.0,0,6,5,0,1,1.2,anon4110704040,anon4110704040
5823,0,12,5666.0,0,23,22,39,0,379.6,anon2302785458,anon2302785458
5824,0,12,419.0,0,19,18,1,0,113.8,anon241219415,anon241219415
5825,0,12,483.0,1,18,17,0,0,8.6,anon360117346,anon360117346
5826,0,12,1053.0,0,15,14,0,0,48.0,anon2302785458,anon2302785458
5827,0,12,16.0,0,14,13,0,0,2.8,anon2302785458,anon2302785458
5828,0,12,246.0,0,12,11,0,0,2.4,anon2302785458,anon2302785458
5829,0,12,227.0,1,11,10,0,0,97.2,anon147599227,anon147599227
5830,0,12,384.0,0,10,9,0,0,2.0,anon360117346,anon360117346
5831,0,12,113.0,1,9,8,0,0,6.8,anon125867087,anon125867087
5832,0,12,116.0,1,8,7,0,0,6.6,anon2302785458,anon2302785458
5833,0,12,895.0,0,8,7,0,0,16.6,anon2302785458,anon2302785458
5834,0,12,96.0,0,8,7,0,0,1.6,anon125867087,anon125867087
5835,14,6,5662.0,0,8,7,2,0,26.6,anon4253453089,anon4253453089
5836,3,6,1190.0,0,7,6,0,0,16.4,anon797389185,anon797389185
5837,3,6,1496.0,0,7,6,1,0,6.4,anon4253453089,anon4253453089
5838,4,6,693.0,0,6,5,0,0,1.2,anon2302785458,anon2302785458
5839,0,6,718.0,0,5,4,0,0,1.0,anon2302785458,anon2302785458
5840,0,6,982.0,0,4,3,0,0,0.8,anon4253453089,anon4253453089
5841,13,3,4718.0,0,12,11,9,0,107.4,anon4282856826,anon4282856826
5842,0,3,825.0,1,9,8,0,0,21.8,anon797389185,anon797389185
5843,1,3,162.0,0,8,7,0,0,1.6,anon4282856826,anon4282856826
5844,0,1,589.0,0,7,6,3,0,61.4,anon3103495327,anon3103495327
5845,0,5,2419.0,0,10,9,12,0,122.0,anon301681739,anon301681739
5846,0,5,141.0,1,8,7,0,0,21.6,anon241219415,anon241219415
5847,0,5,161.0,1,8,7,0,0,66.6,anon3189835008,anon3189835008
5848,0,5,318.0,0,8,7,0,0,1.6,anon301681739,anon301681739
5849,0,5,369.0,0,8,7,2,0,11.6,anon301681739,anon301681739
5850,0,1,4718.0,0,11,10,14,0,102.2,anon4282856826,anon4282856826
5851,15,6,4656.0,0,25,24,78,0,562.0,anon1135856227,anon1135856227
5852,0,6,25.0,0,24,23,0,0,19.8,anon3189835008,anon3189835008
5853,3,6,972.0,1,22,21,0,0,9.4,anon241219415,anon241219415
5854,1,6,869.0,1,23,22,0,0,9.6,anon1135856227,anon1135856227
5855,1,6,1722.0,0,20,19,0,0,4.0,anon241219415,anon241219415
5856,1,6,1160.0,0,19,18,0,0,3.8,anon931447554,anon931447554
5857,0,2,1736.0,0,9,8,6,0,76.8,anon595587048,anon595587048
5858,0,2,44.0,0,4,3,0,0,0.8,anon241219415,anon241219415
5859,0,1,475.0,0,10,9,0,0,107.0,anon1037033864,anon1037033864
5860,0,5,2950.0,0,13,12,0,0,2.6,anon797389185,anon797389185
5861,0,5,116.0,1,9,8,0,0,6.8,anon797389185,anon797389185
5862,0,5,336.0,1,9,8,0,0,6.8,anon360117346,anon360117346
5863,0,5,261.0,1,8,7,0,0,6.6,anon797389185,anon797389185
5864,0,5,72.0,0,7,6,0,0,46.4,anon2833704143,anon2833704143
5865,0,5,6198.0,0,16,15,12,0,63.2,anon360117346,anon360117346
5866,0,5,1086.0,1,14,13,0,0,7.8,anon241219415,anon241219415
5867,0,5,810.0,0,12,11,0,0,2.4,anon360117346,anon360117346
5868,0,5,1938.0,1,10,9,0,0,52.0,anon145376496,anon145376496
5869,0,5,247.0,0,9,8,0,0,1.8,anon360117346,anon360117346
5870,0,2,3637.0,0,12,11,71,0,451.4,anon2975761471,anon2975761471
5871,0,2,353.0,0,8,7,0,0,16.6,anon2550742301,anon2550742301
5872,0,4,8994.0,1,18,17,93,0,623.6,anon4138993108,anon4138993108
5873,0,4,415.0,0,17,16,0,0,63.4,anon241219415,anon241219415
5874,0,4,629.0,0,16,15,0,0,3.2,anon2833704143,anon2833704143
5875,0,4,591.0,0,15,14,0,0,48.0,anon2934329006,anon2934329006
5876,0,5,4164.0,0,14,13,35,0,252.8,anon4138993108,anon4138993108
5877,0,5,163.0,1,12,11,0,0,67.4,anon360117346,anon360117346
5878,0,5,14.0,0,12,11,0,0,47.4,anon147599227,anon147599227
5879,0,5,,0,7,6,1,0,6.4,anon2432710288,anon2432710288
5880,0,5,,0,7,6,1,0,6.4,anon2432710288,anon2432710288
5881,0,7,162.0,0,11,10,1,0,7.2,anon1648820241,anon1648820241
5882,0,7,56.0,1,10,9,0,0,7.0,anon3103495327,anon3103495327
5883,0,7,280.0,2,10,9,0,0,12.0,anon797389185,anon797389185
5884,0,7,44.0,1,8,7,0,0,6.6,anon797389185,anon797389185
5885,0,7,856.0,1,6,5,0,0,6.2,anon1648820241,anon1648820241
5886,0,7,408.0,0,5,4,0,0,1.0,anon3103495327,anon3103495327
5887,0,7,30.0,0,3,2,0,0,0.6,anon1648820241,anon1648820241
5888,0,21,11740.0,0,23,22,269,0,1394.6,anon4138993108,anon4138993108
5889,0,21,141.0,0,16,15,1,0,8.2,anon241219415,anon241219415
5890,0,21,434.0,1,16,15,0,0,8.2,anon4094544373,anon4094544373
5891,0,21,364.0,1,15,14,0,0,8.0,anon241219415,anon241219415
5892,0,21,538.0,0,14,13,1,0,7.8,anon4094544373,anon4094544373
5893,0,21,879.0,1,15,14,1,0,13.0,anon2921683176,anon2921683176
5894,0,21,3479.0,2,14,13,2,0,22.8,anon4094544373,anon4094544373
5895,0,21,5661.0,2,12,11,0,0,57.4,anon2302785458,anon2302785458
5896,0,21,188.0,1,13,12,0,0,7.6,anon2302785458,anon2302785458
5897,0,21,1033.0,1,13,12,1,0,12.6,anon241219415,anon241219415
5898,0,21,519.0,1,13,12,0,0,7.6,anon2921683176,anon2921683176
5899,0,21,1370.0,1,12,11,0,0,7.4,anon4094544373,anon4094544373
5900,0,21,1384.0,1,12,11,1,0,12.4,anon4094544373,anon4094544373
5901,0,21,19.0,0,12,11,1,0,7.4,anon2302785458,anon2302785458
5902,0,21,519.0,1,12,11,2,0,17.4,anon2302785458,anon2302785458
5903,0,21,1160.0,0,12,11,0,0,2.4,anon4094544373,anon4094544373
5904,0,21,441.0,0,11,10,0,0,2.2,anon4094544373,anon4094544373
5905,0,21,497.0,1,10,9,1,0,12.0,anon241219415,anon241219415
5906,0,21,1271.0,0,10,9,1,0,7.0,anon4094544373,anon4094544373
5907,0,21,47.0,0,10,9,0,0,2.0,anon125867087,anon125867087
5908,0,21,1061.0,0,10,9,0,0,92.0,anon4094544373,anon4094544373
5909,0,2,9402.0,0,14,13,119,0,657.8,anon2302785458,anon2302785458
5910,0,2,1781.0,0,8,7,0,0,1.6,anon241219415,anon241219415
5911,0,1,3809.0,0,9,8,0,0,1.8,anon1648820241,anon1648820241
5912,0,1,5001.0,0,9,8,5,0,71.8,anon3930167313,anon3930167313
5913,0,3,262.0,0,13,12,12,0,62.6,anon2302785458,anon2302785458
5914,0,3,9.0,1,12,11,2,0,17.4,anon1292466139,anon1292466139
5915,0,3,26.0,0,12,11,2,0,12.4,anon2302785458,anon2302785458
5916,0,4,1036.0,0,11,10,5,0,72.2,anon3719516189,anon3719516189
5917,0,4,801.0,1,8,7,0,0,51.6,anon360117346,anon360117346
5918,0,4,166.0,1,7,6,0,0,6.4,anon3719516189,anon3719516189
5919,0,4,176.0,0,6,5,1,0,6.2,anon147599227,anon147599227
5920,0,7,3613.0,1,24,23,80,0,559.8,anon145376496,anon145376496
5921,0,7,1017.0,0,23,22,0,0,19.6,anon360117346,anon360117346
5922,0,7,400.0,0,20,19,0,0,4.0,anon241219415,anon241219415
5923,0,7,1628.0,1,18,17,0,0,113.6,anon145376496,anon145376496
5924,0,7,243.0,1,17,16,0,1,38.4,anon125867087,anon125867087
5925,0,7,22.0,0,16,15,0,0,3.2,anon241219415,anon241219415
5926,0,7,858.0,0,16,15,0,0,3.2,anon147599227,anon147599227
5927,0,7,3815.0,0,20,19,13,0,68.8,anon429854797,anon429854797
5928,0,7,634.0,1,18,17,0,0,8.4,anon241219415,anon241219415
5929,0,7,736.0,1,18,17,0,0,8.4,anon429854797,anon429854797
5930,0,7,403.0,1,16,15,0,0,8.0,anon241219415,anon241219415
5931,0,7,710.0,0,14,13,0,0,2.6,anon429854797,anon429854797
5932,0,7,279.0,1,13,12,0,0,7.4,anon125867087,anon125867087
5933,0,7,948.0,0,12,11,0,0,47.2,anon1648820241,anon1648820241
5934,0,1,2686.0,0,13,12,9,0,77.6,anon2550742301,anon2550742301
5935,0,1,2371.0,0,9,8,24,0,121.8,anon595587048,anon595587048
5936,0,3,4543.0,0,12,11,12,0,62.4,anon2934329006,anon2934329006
5937,0,3,974.0,0,13,12,4,0,22.6,anon360117346,anon360117346
5938,0,3,19455.0,0,11,10,4,0,22.2,anon2934329006,anon2934329006
5939,0,4,1231.0,0,15,14,63,0,318.0,anon3272913449,anon3272913449
5940,0,4,134.0,1,14,13,7,0,57.8,anon360117346,anon360117346
5941,0,4,46.0,0,13,12,0,0,2.6,anon931447554,anon931447554
5942,0,4,4856.0,0,10,9,3,0,62.0,anon2833704143,anon2833704143
5943,0,1,5154.0,0,9,8,2,0,11.8,anon429854797,anon429854797
5944,0,1,2150.0,0,5,4,5,0,71.0,anon2975761471,anon2975761471
5945,6,9,5103.0,0,14,13,5,0,42.8,anon2483584530,anon2483584530
5946,0,9,628.0,1,14,13,0,0,7.8,anon360117346,anon360117346
5947,0,9,120.0,1,14,13,0,0,7.8,anon2483584530,anon2483584530
5948,0,9,162.0,0,14,13,0,0,2.8,anon360117346,anon360117346
5949,3,9,481.0,2,12,11,0,0,12.4,anon3640972711,anon3640972711
5950,1,9,520.0,0,12,11,0,0,2.4,anon2483584530,anon2483584530
5951,0,9,207.0,0,9,8,0,0,1.8,anon642196329,anon642196329
5952,0,9,94.0,0,8,7,0,0,1.6,anon2483584530,anon2483584530
5953,0,9,96.0,0,7,6,0,0,1.4,anon3640972711,anon3640972711
5954,0,4,2539.0,0,9,8,2,0,11.8,anon360117346,anon360117346
5955,0,4,179.0,0,8,7,0,0,1.6,anon360117346,anon360117346
5956,0,4,150.0,1,7,6,0,0,6.4,anon832328067,anon832328067
5957,0,4,340.0,0,7,6,0,0,1.4,anon360117346,anon360117346
5958,0,1,1120.0,0,5,4,1,0,6.0,anon797389185,anon797389185
5959,0,1,1716.0,0,5,4,0,0,1.0,anon797389185,anon797389185
5960,0,1,6249.0,0,10,9,0,0,2.0,anon797389185,anon797389185
5961,0,10,11059.0,0,16,15,6,0,33.2,anon360117346,anon360117346
5962,0,10,1152.0,1,10,9,0,0,7.0,anon360117346,anon360117346
5963,0,10,173.0,0,9,8,1,0,6.8,anon4138993108,anon4138993108
5964,0,10,482.0,1,9,8,0,0,6.8,anon2302785458,anon2302785458
5965,0,10,274.0,0,9,8,0,0,1.8,anon360117346,anon360117346
5966,0,10,455.0,1,8,7,0,0,6.6,anon360117346,anon360117346
5967,0,10,1002.0,0,9,8,0,0,1.8,anon4138993108,anon4138993108
5968,0,10,1227.0,0,9,8,0,0,46.8,anon3103495327,anon3103495327
5969,0,10,2393.0,0,9,8,0,0,1.8,anon360117346,anon360117346
5970,0,10,244.0,0,9,8,0,0,1.8,anon360117346,anon360117346
5971,2,6,3265.0,0,12,11,2,0,12.2,anon1904401285,anon1904401285
5972,0,6,386.0,1,8,7,0,0,6.4,anon360117346,anon360117346
5973,0,6,909.0,0,8,7,0,0,1.4,anon1904401285,anon1904401285
5974,0,6,220.0,1,6,5,0,0,6.2,anon241219415,anon241219415
5975,2,6,1451.0,0,7,6,1,0,6.4,anon1904401285,anon1904401285
5976,0,6,33.0,0,6,5,4,0,36.2,anon147599227,anon147599227
5977,0,2,325.0,0,9,8,9,0,46.8,anon2302785458,anon2302785458
5978,0,2,1336.0,0,9,8,2,0,11.8,anon2302785458,anon2302785458
5979,2,3,859.0,0,9,8,9,0,46.8,anon3438475202,anon3438475202
5980,0,3,362.0,0,8,7,0,0,1.6,anon360117346,anon360117346
5981,0,3,381.0,0,7,6,0,0,1.4,anon147599227,anon147599227
5982,0,3,1856.0,0,8,7,36,0,181.6,anon2975761471,anon2975761471
5983,0,3,883.0,0,6,5,0,0,1.2,anon2975761471,anon2975761471
5984,0,3,72.0,0,4,3,0,0,15.8,anon147599227,anon147599227
5985,0,3,909.0,0,5,4,0,0,16.0,anon360117346,anon360117346
5986,0,3,623.0,0,5,4,0,0,16.0,anon360117346,anon360117346
5987,0,3,73.0,0,6,5,0,0,1.2,anon4138993108,anon4138993108
5988,7,19,2259.0,0,8,7,16,0,81.6,anon2302785458,anon2302785458
5989,0,19,317.0,0,8,7,2,0,11.6,anon2302785458,anon2302785458
5990,2,19,315.0,0,8,7,2,0,11.6,anon241219415,anon241219415
5991,1,19,633.0,0,8,7,2,0,11.6,anon2302785458,anon2302785458
5992,0,19,54.0,0,6,5,2,0,11.2,anon1292466139,anon1292466139
5993,0,19,408.0,0,9,8,2,0,11.8,anon2302785458,anon2302785458
5994,1,19,876.0,1,8,7,2,0,16.6,anon2302785458,anon2302785458
5995,0,19,265.0,0,7,6,2,0,11.4,anon426529258,anon426529258
5996,0,19,225.0,1,7,6,2,0,16.4,anon2088170356,anon2088170356
5997,3,19,624.0,0,8,7,4,0,21.6,anon2302785458,anon2302785458
5998,0,19,178.0,1,7,6,2,0,16.4,anon426529258,anon426529258
5999,0,19,209.0,1,7,6,2,0,16.4,anon2302785458,anon2302785458
6000,3,19,2072.0,1,6,5,2,0,16.2,anon426529258,anon426529258
6001,0,19,903.0,0,7,6,2,0,11.4,anon2302785458,anon2302785458
6002,0,19,222.0,1,7,6,2,0,16.4,anon2302785458,anon2302785458
6003,0,19,71.0,0,6,5,2,0,11.2,anon426529258,anon426529258
6004,6,19,814.0,0,8,7,2,0,11.6,anon2302785458,anon2302785458
6005,0,19,148.0,1,8,7,2,0,16.6,anon2302785458,anon2302785458
6006,0,19,30.0,0,8,7,2,0,11.6,anon426529258,anon426529258
6007,0,4,534.0,0,11,10,5,0,27.2,anon1648820241,anon1648820241
6008,0,4,112.0,0,10,9,1,0,7.0,anon1705719029,anon1705719029
6009,0,4,342.0,0,9,8,1,0,6.8,anon1615768681,anon1615768681
6010,0,4,274.0,0,10,9,0,0,2.0,anon2302785458,anon2302785458
6011,0,1,3677.0,0,8,7,28,0,186.6,anon360117346,anon360117346
6012,10,20,3444.0,0,17,16,9,0,48.4,anon1701558835,anon1701558835
6013,3,20,1586.0,0,14,13,0,0,2.8,anon4293563082,anon4293563082
6014,8,20,6870.0,1,12,11,0,0,7.4,anon125867087,anon125867087
6015,0,20,191.0,0,11,10,0,0,2.2,anon1701558835,anon1701558835
6016,3,20,1168.0,1,12,11,0,0,7.4,anon360117346,anon360117346
6017,4,20,491.0,1,11,10,0,0,7.2,anon1701558835,anon1701558835
6018,1,20,381.0,1,11,10,0,0,7.2,anon360117346,anon360117346
6019,3,20,783.0,0,10,9,0,0,2.0,anon1701558835,anon1701558835
6020,3,20,792.0,2,10,9,0,0,12.0,anon147599227,anon147599227
6021,0,20,541.0,0,11,10,0,0,2.2,anon241219415,anon241219415
6022,5,20,38.0,0,10,9,0,0,2.0,anon1701558835,anon1701558835
6023,6,20,939.0,2,7,6,0,0,11.4,anon147599227,anon147599227
6024,0,20,419.0,0,9,8,0,0,1.8,anon360117346,anon360117346
6025,0,20,482.0,0,10,9,0,0,2.0,anon241219415,anon241219415
6026,0,20,1997.0,1,10,9,0,0,7.0,anon4138993108,anon4138993108
6027,0,20,1083.0,0,8,7,0,0,1.6,anon1701558835,anon1701558835
6028,0,20,1627.0,1,8,7,0,0,6.6,anon1701558835,anon1701558835
6029,0,20,2214.0,1,12,11,0,0,7.4,anon360117346,anon360117346
6030,0,20,814.0,0,9,8,0,0,1.8,anon1701558835,anon1701558835
6031,0,20,496.0,0,9,8,7,0,36.8,anon125867087,anon125867087
6032,7,6,7343.0,0,9,8,7,0,36.8,anon3902277354,anon3902277354
6033,2,6,1079.0,1,10,9,0,0,7.0,anon2853602155,anon2853602155
6034,1,6,388.0,0,9,8,0,0,1.8,anon3902277354,anon3902277354
6035,7,6,2311.0,0,8,7,0,0,1.6,anon797389185,anon797389185
6036,0,6,311.0,0,5,4,0,0,1.0,anon360117346,anon360117346
6037,0,6,2087.0,0,6,5,0,0,1.2,anon1435925739,anon1435925739
6038,0,1,2780.0,0,9,8,4,0,21.8,anon2975761471,anon2975761471
6039,0,13,3201.0,0,18,17,5,0,28.6,anon360117346,anon360117346
6040,0,13,5271.0,0,16,15,2,0,13.2,anon2302785458,anon2302785458
6041,0,13,685.0,1,13,12,0,0,7.6,anon2302785458,anon2302785458
6042,0,13,262.0,2,12,11,0,0,12.4,anon241219415,anon241219415
6043,0,13,335.0,2,11,10,0,0,12.2,anon241219415,anon241219415
6044,0,13,174.0,0,9,8,0,0,1.8,anon241219415,anon241219415
6045,0,13,843.0,1,8,7,0,0,6.6,anon360117346,anon360117346
6046,0,13,148.0,0,8,7,0,0,1.6,anon241219415,anon241219415
6047,0,13,970.0,1,9,8,0,0,6.8,anon2302785458,anon2302785458
6048,0,13,2252.0,1,9,8,0,0,6.8,anon241219415,anon241219415
6049,0,13,3588.0,1,9,8,0,0,6.8,anon2302785458,anon2302785458
6050,0,13,1469.0,1,9,8,0,0,6.8,anon241219415,anon241219415
6051,0,13,1806.0,0,10,9,0,0,2.0,anon1701558835,anon1701558835
6052,0,3,1379.0,0,5,4,3,0,16.0,anon1435925739,anon1435925739
6053,0,3,814.0,1,4,3,0,0,5.8,anon360117346,anon360117346
6054,0,3,190.0,0,3,2,1,0,5.6,anon1435925739,anon1435925739
6055,12,14,2342.0,0,6,5,17,0,101.2,anon3438475202,anon3438475202
6056,2,14,628.0,0,6,5,0,0,1.2,anon797389185,anon797389185
6057,5,14,613.0,1,5,4,0,0,66.0,anon4138993108,anon4138993108
6058,1,14,176.0,0,4,3,0,0,105.8,anon1701558835,anon1701558835
6059,3,14,664.0,0,5,4,0,0,16.0,anon360117346,anon360117346
6060,10,14,4549.0,1,4,3,0,0,5.8,anon3438475202,anon3438475202
6061,1,14,907.0,0,3,2,0,0,0.6,anon360117346,anon360117346
6062,2,14,953.0,1,3,2,0,0,5.6,anon3438475202,anon3438475202
6063,1,14,253.0,1,3,2,0,0,5.6,anon797389185,anon797389185
6064,1,14,239.0,1,4,3,0,0,5.8,anon360117346,anon360117346
6065,0,14,155.0,0,4,3,0,0,15.8,anon797389185,anon797389185
6066,0,14,631.0,0,4,3,0,0,0.8,anon4138993108,anon4138993108
6067,0,14,190.0,0,4,3,0,0,15.8,anon360117346,anon360117346
6068,0,14,45.0,0,3,2,0,0,0.6,anon3438475202,anon3438475202
6069,0,2,5214.0,0,10,9,10,0,142.0,anon1710601338,anon1710601338
6070,0,2,405.0,0,7,6,0,0,1.4,anon360117346,anon360117346
6071,9,9,2482.0,0,11,10,4,0,22.2,anon4196090195,anon4196090195
6072,0,9,546.0,2,9,8,0,0,11.8,anon360117346,anon360117346
6073,0,9,491.0,1,8,7,0,0,21.6,anon797389185,anon797389185
6074,2,9,269.0,0,7,6,0,0,1.4,anon4196090195,anon4196090195
6075,3,9,716.0,1,7,6,0,0,6.4,anon2302785458,anon2302785458
6076,4,9,418.0,0,6,5,0,0,1.2,anon360117346,anon360117346
6077,1,9,280.0,0,5,4,0,0,1.0,anon4196090195,anon4196090195
6078,0,9,346.0,1,5,4,0,0,6.0,anon4196090195,anon4196090195
6079,0,9,247.0,0,5,4,0,0,1.0,anon360117346,anon360117346
6080,5,9,3927.0,0,14,13,8,0,42.8,anon2302785458,anon2302785458
6081,2,9,173.0,1,10,9,2,0,17.0,anon4196090195,anon4196090195
6082,7,9,1336.0,1,11,10,2,0,17.2,anon2302785458,anon2302785458
6083,4,9,2371.0,1,10,9,2,0,17.0,anon241219415,anon241219415
6084,8,9,2456.0,0,10,9,2,0,12.0,anon2302785458,anon2302785458
6085,4,9,407.0,1,9,8,2,0,16.8,anon4196090195,anon4196090195
6086,3,9,469.0,0,10,9,2,0,12.0,anon2302785458,anon2302785458
6087,0,9,8227.0,1,11,10,2,0,17.2,anon3145566052,anon3145566052
6088,0,9,229.0,0,8,7,2,0,11.6,anon2302785458,anon2302785458
6089,0,1,1523.0,0,4,3,0,0,0.8,anon797389185,anon797389185
6090,0,3,1643.0,0,5,4,6,0,31.0,anon3930167313,anon3930167313
6091,0,3,56.0,0,5,4,0,0,1.0,anon241219415,anon241219415
6092,0,3,12.0,0,4,3,0,0,0.8,anon3930167313,anon3930167313
6093,0,1,6271.0,0,13,12,1,0,7.6,,
6094,0,1,3474.0,0,5,4,4,0,21.0,,
6095,0,3,1262.0,0,2,1,1,0,5.4,,
6096,0,3,226.0,0,7,6,0,0,1.4,anon4196090195,anon4196090195
6097,0,3,660.0,0,6,5,0,0,1.2,anon2992020821,anon2992020821
6098,0,1,4201.0,0,9,8,7,0,36.8,anon429854797,anon429854797
6099,0,2,5218.0,0,5,4,1,0,6.0,anon360117346,anon360117346
6100,0,2,100.0,0,4,3,0,0,0.8,anon797389185,anon797389185
6101,2,4,2588.0,0,7,6,1,0,6.4,anon360117346,anon360117346
6102,0,4,97.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6103,0,4,119.0,1,3,2,0,0,5.6,anon147599227,anon147599227
6104,0,4,48.0,0,4,3,0,0,0.8,anon360117346,anon360117346
6105,18,2,6178.0,0,8,7,8,0,221.6,anon2302785458,anon2302785458
6106,1,2,457.0,0,6,5,0,0,1.2,anon360117346,anon360117346
6107,0,6,180.0,0,8,7,6,0,31.6,anon2302785458,anon2302785458
6108,0,6,30.0,0,8,7,2,0,11.6,anon2302785458,anon2302785458
6109,0,6,7.0,0,7,6,2,0,11.4,anon2088170356,anon2088170356
6110,0,6,1099.0,0,5,4,2,0,11.0,anon2302785458,anon2302785458
6111,0,6,188.0,0,5,4,2,0,11.0,anon2302785458,anon2302785458
6112,0,6,32.0,0,5,4,2,0,11.0,anon1292466139,anon1292466139
6113,28,12,6702.0,0,18,17,4,0,218.6,anon4138993108,anon4138993108
6114,1,12,402.0,0,16,15,0,0,3.2,anon1701558835,anon1701558835
6115,4,12,507.0,1,15,14,0,0,8.0,anon2535227958,anon2535227958
6116,1,12,293.0,1,14,13,0,0,7.8,anon360117346,anon360117346
