id,description,creator_id,created_at,updated_at,ancestry,annotations_count,name,name_with_path,names
1970,,3791,2017-11-26T00:15:40.535Z,2020-03-30T16:20:21.599Z,,1,cardiovascular disease,cardiovascular disease,"[{'name': 'cardiovascular disease', 'locale': 'en'}]"
1969,,3791,2017-11-26T00:14:35.578Z,2020-03-30T16:20:21.551Z,,1,cancer,cancer,"[{'name': 'cancer', 'locale': 'en'}]"
1967,,3791,2017-11-26T00:12:18.448Z,2020-03-30T16:20:21.449Z,,1,bringing offline content online,bringing offline content online,"[{'name': 'bringing offline content online', 'locale': 'en'}]"
1966,,3791,2017-11-26T00:08:31.836Z,2020-03-30T16:20:21.401Z,,1,body-based practices,body-based practices,"[{'name': 'body-based practices', 'locale': 'en'}]"
1965,,3791,2017-11-26T00:06:47.016Z,2020-03-30T16:20:21.353Z,,1,biodiversity,biodiversity,"[{'name': 'biodiversity', 'locale': 'en'}]"
1963,,3791,2017-11-26T00:05:05.816Z,2020-03-30T16:20:21.253Z,,1,BBQ,BBQ,"[{'name': 'BBQ', 'locale': 'en'}]"
1962,,3791,2017-11-25T23:58:49.104Z,2020-03-30T16:20:21.208Z,,5,autonomy,autonomy,"[{'name': 'autonomy', 'locale': 'en'}]"
1961,,3791,2017-11-25T23:56:55.441Z,2020-03-30T16:20:21.162Z,,1,audio recording,audio recording,"[{'name': 'audio recording', 'locale': 'en'}]"
1960,,3791,2017-11-25T23:52:28.987Z,2020-03-30T16:20:21.116Z,,1,art and (health)care,art and (health)care,"[{'name': 'art and (health)care', 'locale': 'en'}]"
1959,,3791,2017-11-25T23:50:24.096Z,2020-03-30T16:20:21.045Z,,1,art,art,"[{'name': 'art', 'locale': 'en'}]"
1958,,3791,2017-11-25T23:25:54.819Z,2020-03-30T16:20:20.994Z,,1,architectures of love,architectures of love,"[{'name': 'architectures of love', 'locale': 'en'}]"
2426,,4180,2017-12-02T16:05:38.075Z,2020-03-30T16:20:44.981Z,,2,entrepreneur,entrepreneur,"[{'name': 'entrepreneur', 'locale': 'en'}]"
1956,,3791,2017-11-25T00:10:51.965Z,2020-03-30T16:20:20.946Z,,1,anxiety about asking for and offering care,anxiety about asking for and offering care,"[{'name': 'anxiety about asking for and offering care', 'locale': 'en'}]"
1955,,3791,2017-11-25T00:02:30.027Z,2020-03-30T16:20:20.896Z,,1,alternative economics,alternative economics,"[{'name': 'alternative economics', 'locale': 'en'}]"
1954,,3791,2017-11-25T00:01:00.857Z,2020-03-30T16:20:20.846Z,,1,alternative approaches,alternative approaches,"[{'name': 'alternative approaches', 'locale': 'en'}]"
1953,,3791,2017-11-24T23:56:35.905Z,2020-03-30T16:20:20.797Z,,1,allergies,allergies,"[{'name': 'allergies', 'locale': 'en'}]"
1952,,3791,2017-11-24T23:54:43.163Z,2020-03-30T16:20:20.750Z,,1,agriculture,agriculture,"[{'name': 'agriculture', 'locale': 'en'}]"
1951,,3791,2017-11-24T23:53:29.915Z,2020-03-30T16:20:20.703Z,,1,acupuncture,acupuncture,"[{'name': 'acupuncture', 'locale': 'en'}]"
1949,,3791,2017-11-24T23:48:20.924Z,2020-03-30T16:20:20.611Z,,1,active participation,active participation,"[{'name': 'active participation', 'locale': 'en'}]"
1948,,3791,2017-11-24T23:46:32.555Z,2020-03-30T16:20:20.565Z,,1,accessibility,accessibility,"[{'name': 'accessibility', 'locale': 'en'}]"
1946,,3791,2017-11-24T21:00:25.194Z,2020-03-30T16:20:20.471Z,,2,"""alternative"" medicine","""alternative"" medicine","[{'name': '""alternative"" medicine', 'locale': 'en'}]"
1190,,3323,2017-09-05T16:09:56.671Z,2020-03-30T16:18:10.489Z,,7,navigating existing care systems,navigating existing care systems,"[{'name': 'navigating existing care systems', 'locale': 'en'}]"
1375,,3323,2017-09-05T16:09:57.339Z,2020-03-30T16:18:20.759Z,,2,property relations,property relations,"[{'name': 'property relations', 'locale': 'en'}]"
1944,,3323,2017-11-21T16:06:15.170Z,2020-03-30T16:20:20.425Z,,1,attractive to funders,attractive to funders,"[{'name': 'attractive to funders', 'locale': 'en'}]"
1371,,3323,2017-09-05T16:09:57.324Z,2020-03-30T16:18:20.563Z,,10,prohibitively expensive,prohibitively expensive,"[{'name': 'prohibitively expensive', 'locale': 'en'}]"
326,,3323,2017-09-05T16:09:53.846Z,2020-03-30T16:16:58.434Z,,24,collaboration,collaboration,"[{'name': 'collaboration', 'locale': 'en'}]"
361,,3323,2017-09-05T16:09:53.949Z,2020-03-30T16:17:00.078Z,,18,community driven,community driven,"[{'name': 'community driven', 'locale': 'en'}]"
877,,3323,2017-09-05T16:09:55.605Z,2020-03-30T16:17:40.211Z,,15,funding dearth,funding dearth,"[{'name': 'funding dearth', 'locale': 'en'}]"
1943,,3323,2017-11-21T16:04:10.966Z,2020-03-30T16:20:20.379Z,,1,consent,consent,"[{'name': 'consent', 'locale': 'en'}]"
61,,3323,2017-09-05T16:09:53.017Z,2020-03-30T16:16:34.550Z,,1,art,art,"[{'name': 'art', 'locale': 'en'}]"
1942,,3323,2017-11-21T16:01:17.927Z,2020-03-30T16:20:20.330Z,,1,collective autonomy,collective autonomy,"[{'name': 'collective autonomy', 'locale': 'en'}]"
1541,,3323,2017-09-05T16:09:57.933Z,2020-03-30T16:18:29.405Z,,2,sharing knowledge,sharing knowledge,"[{'name': 'sharing knowledge', 'locale': 'en'}]"
1140,,3323,2017-09-05T16:09:56.486Z,2020-03-30T16:18:07.389Z,937,67,mental health,healthcare areas → mental health,"[{'name': 'mental health', 'locale': 'en'}]"
125,,3323,2017-09-05T16:09:53.244Z,2020-03-30T16:16:46.106Z,,3,building infrastructure,building infrastructure,"[{'name': 'building infrastructure', 'locale': 'en'}]"
940,,3323,2017-09-05T16:09:55.823Z,2020-03-30T16:17:55.014Z,,5,healthcare costs,healthcare costs,"[{'name': 'healthcare costs', 'locale': 'en'}]"
80,,3323,2017-09-05T16:09:53.084Z,2020-03-30T16:16:43.333Z,,45,autonomy,autonomy,"[{'name': 'autonomy', 'locale': 'en'}]"
1778,,3323,2017-09-05T16:09:58.767Z,2020-03-30T16:20:12.506Z,,20,trust,trust,"[{'name': 'trust', 'locale': 'en'}]"
1941,,3323,2017-11-21T15:56:46.597Z,2020-03-30T16:20:20.283Z,,1,replicability,replicability,"[{'name': 'replicability', 'locale': 'en'}]"
738,,3323,2017-09-05T16:09:55.156Z,2020-03-30T16:17:32.553Z,,6,documentation,documentation,"[{'name': 'documentation', 'locale': 'en'}]"
1911,,3323,2017-11-21T14:37:28.306Z,2020-03-30T16:20:18.827Z,,2,scaling up,scaling up,"[{'name': 'scaling up', 'locale': 'en'}]"
1026,,3323,2017-09-05T16:09:56.104Z,2020-03-30T16:18:00.596Z,,23,international collaboration,international collaboration,"[{'name': 'international collaboration', 'locale': 'en'}]"
1863,,3323,2017-09-05T16:09:59.076Z,2020-03-30T16:20:16.995Z,,11,working with policy makers,working with policy makers,"[{'name': 'working with policy makers', 'locale': 'en'}]"
1092,,3323,2017-09-05T16:09:56.323Z,2020-03-30T16:18:05.182Z,,10,localised solutions,localised solutions,"[{'name': 'localised solutions', 'locale': 'en'}]"
1287,,3323,2017-09-05T16:09:57.035Z,2020-03-30T16:18:16.069Z,,2,patient as priority,patient as priority,"[{'name': 'patient as priority', 'locale': 'en'}]"
1934,,3323,2017-11-21T15:33:24.978Z,2020-03-30T16:20:19.956Z,,2,accountability,accountability,"[{'name': 'accountability', 'locale': 'en'}]"
436,,3323,2017-09-05T16:09:54.186Z,2020-03-30T16:17:03.693Z,,3,creative commons license,creative commons license,"[{'name': 'creative commons license', 'locale': 'en'}]"
1017,,3323,2017-09-05T16:09:56.075Z,2020-03-30T16:18:00.129Z,,6,intellectual property,intellectual property,"[{'name': 'intellectual property', 'locale': 'en'}]"
1450,,3323,2017-09-05T16:09:57.614Z,2020-03-30T16:18:24.840Z,,17,resource allocation,resource allocation,"[{'name': 'resource allocation', 'locale': 'en'}]"
1940,,3323,2017-11-21T15:49:57.266Z,2020-03-30T16:20:20.236Z,,1,supply chain fragility,supply chain fragility,"[{'name': 'supply chain fragility', 'locale': 'en'}]"
1377,,3323,2017-09-05T16:09:57.346Z,2020-03-30T16:18:20.860Z,,11,proprietary block,proprietary block,"[{'name': 'proprietary block', 'locale': 'en'}]"
1939,,3323,2017-11-21T15:49:23.343Z,2020-03-30T16:20:20.191Z,,1,patient cooperative,patient cooperative,"[{'name': 'patient cooperative', 'locale': 'en'}]"
1253,,3323,2017-09-05T16:09:56.912Z,2020-03-30T16:18:14.382Z,,20,open insulin,open insulin,"[{'name': 'open insulin', 'locale': 'en'}]"
1920,,3323,2017-11-21T15:06:01.320Z,2020-03-30T16:20:19.283Z,,5,open science,open science,"[{'name': 'open science', 'locale': 'en'}]"
377,,3323,2017-09-05T16:09:54.008Z,2020-03-30T16:17:00.835Z,,77,community-based care,community-based care,"[{'name': 'community-based care', 'locale': 'en'}]"
1931,,3323,2017-11-21T15:17:30.883Z,2020-03-30T16:20:19.815Z,,3,science shop,science shop,"[{'name': 'science shop', 'locale': 'en'}]"
100,,3323,2017-09-05T16:09:53.141Z,2020-03-30T16:16:44.321Z,,28,biohacking,biohacking,"[{'name': 'biohacking', 'locale': 'en'}]"
852,,3323,2017-09-05T16:09:55.524Z,2020-03-30T16:17:39.014Z,,7,food,food,"[{'name': 'food', 'locale': 'en'}]"
1843,,3323,2017-09-05T16:09:59.001Z,2020-03-30T16:20:15.660Z,,22,water,water,"[{'name': 'water', 'locale': 'en'}]"
1937,,3323,2017-11-21T15:41:30.291Z,2020-03-30T16:20:20.100Z,,1,africa-africa collaboration,africa-africa collaboration,"[{'name': 'africa-africa collaboration', 'locale': 'en'}]"
1936,,3323,2017-11-21T15:34:03.521Z,2020-03-30T16:20:20.053Z,,1,recaptured by capitalism,recaptured by capitalism,"[{'name': 'recaptured by capitalism', 'locale': 'en'}]"
430,,3323,2017-09-05T16:09:54.169Z,2020-03-30T16:17:03.400Z,,22,country comparison,country comparison,"[{'name': 'country comparison', 'locale': 'en'}]"
1935,,3323,2017-11-21T15:33:41.555Z,2020-03-30T16:20:20.004Z,,1,hackerspaces,hackerspaces,"[{'name': 'hackerspaces', 'locale': 'en'}]"
1933,,3323,2017-11-21T15:33:15.680Z,2020-03-30T16:20:19.911Z,,1,authorities,authorities,"[{'name': 'authorities', 'locale': 'en'}]"
820,,3323,2017-09-05T16:09:55.422Z,2020-03-30T16:17:36.847Z,,2,failure,failure,"[{'name': 'failure', 'locale': 'en'}]"
1425,,3323,2017-09-05T16:09:57.523Z,2020-03-30T16:18:23.274Z,,25,regulation,regulation,"[{'name': 'regulation', 'locale': 'en'}]"
382,,3323,2017-09-05T16:09:54.024Z,2020-03-30T16:17:01.090Z,,7,complexity,complexity,"[{'name': 'complexity', 'locale': 'en'}]"
318,,3323,2017-09-05T16:09:53.822Z,2020-03-30T16:16:58.056Z,,23,climate change/pollution,climate change/pollution,"[{'name': 'climate change/pollution', 'locale': 'en'}]"
1337,,3323,2017-09-05T16:09:57.208Z,2020-03-30T16:18:18.500Z,,8,poor financial incentives,poor financial incentives,"[{'name': 'poor financial incentives', 'locale': 'en'}]"
792,,3323,2017-09-05T16:09:55.329Z,2020-03-30T16:17:35.512Z,,15,ethics,ethics,"[{'name': 'ethics', 'locale': 'en'}]"
1483,,3323,2017-09-05T16:09:57.728Z,2020-03-30T16:18:26.502Z,,18,safety,safety,"[{'name': 'safety', 'locale': 'en'}]"
1932,,3323,2017-11-21T15:18:43.227Z,2020-03-30T16:20:19.864Z,,1,open hardware,open hardware,"[{'name': 'open hardware', 'locale': 'en'}]"
358,,3323,2017-09-05T16:09:53.940Z,2020-03-30T16:16:59.942Z,,2,community building,community building,"[{'name': 'community building', 'locale': 'en'}]"
131,,3323,2017-09-05T16:09:53.261Z,2020-03-30T16:16:46.395Z,,1,burnout,burnout,"[{'name': 'burnout', 'locale': 'en'}]"
924,,3323,2017-09-05T16:09:55.772Z,2020-03-30T16:17:44.272Z,,34,hands-on/DIY,hands-on/DIY,"[{'name': 'hands-on/DIY', 'locale': 'en'}]"
766,,3323,2017-09-05T16:09:55.245Z,2020-03-30T16:17:33.902Z,,67,education,education,"[{'name': 'education', 'locale': 'en'}]"
1921,,3323,2017-11-21T15:06:08.259Z,2020-03-30T16:20:19.330Z,,2,Cameroon,Cameroon,"[{'name': 'Cameroon', 'locale': 'en'}]"
1930,,3323,2017-11-21T15:16:26.591Z,2020-03-30T16:20:19.768Z,,2,lacking local knowledge,lacking local knowledge,"[{'name': 'lacking local knowledge', 'locale': 'en'}]"
449,,3323,2017-09-05T16:09:54.227Z,2020-03-30T16:17:04.770Z,,33,cultural difference,cultural difference,"[{'name': 'cultural difference', 'locale': 'en'}]"
806,,3323,2017-09-05T16:09:55.376Z,2020-03-30T16:17:36.168Z,,2,existing system failure,existing system failure,"[{'name': 'existing system failure', 'locale': 'en'}]"
312,,3323,2017-09-05T16:09:53.804Z,2020-03-30T16:16:57.773Z,,14,citizen science,citizen science,"[{'name': 'citizen science', 'locale': 'en'}]"
921,,3323,2017-09-05T16:09:55.762Z,2020-03-30T16:17:44.136Z,,17,hacking (neutral),hacking (neutral),"[{'name': 'hacking (neutral)', 'locale': 'en'}]"
1107,,3323,2017-09-05T16:09:56.375Z,2020-03-30T16:18:05.828Z,,10,makerspace,makerspace,"[{'name': 'makerspace', 'locale': 'en'}]"
1615,,3323,2017-09-05T16:09:58.197Z,2020-03-30T16:19:59.377Z,,6,standards,standards,"[{'name': 'standards', 'locale': 'en'}]"
53,,3323,2017-09-05T16:09:52.994Z,2020-03-30T16:16:34.214Z,,4,anticapitalism,anticapitalism,"[{'name': 'anticapitalism', 'locale': 'en'}]"
1929,,3323,2017-11-21T15:13:12.700Z,2020-03-30T16:20:19.722Z,,1,government,government,"[{'name': 'government', 'locale': 'en'}]"
1155,,3323,2017-09-05T16:09:56.548Z,2020-03-30T16:18:08.562Z,,21,mobility,mobility,"[{'name': 'mobility', 'locale': 'en'}]"
1321,,3323,2017-09-05T16:09:57.153Z,2020-03-30T16:18:17.730Z,,18,policy,policy,"[{'name': 'policy', 'locale': 'en'}]"
1323,,3323,2017-09-05T16:09:57.160Z,2020-03-30T16:18:17.820Z,,3,policy failure,policy failure,"[{'name': 'policy failure', 'locale': 'en'}]"
1106,,3323,2017-09-05T16:09:56.372Z,2020-03-30T16:18:05.781Z,,6,makers,makers,"[{'name': 'makers', 'locale': 'en'}]"
1928,,3323,2017-11-21T15:10:55.951Z,2020-03-30T16:20:19.671Z,,1,malnutrition,malnutrition,"[{'name': 'malnutrition', 'locale': 'en'}]"
1057,,3323,2017-09-05T16:09:56.208Z,2020-03-30T16:18:03.278Z,,8,lack of tools/materials,lack of tools/materials,"[{'name': 'lack of tools/materials', 'locale': 'en'}]"
1927,,3323,2017-11-21T15:10:27.643Z,2020-03-30T16:20:19.619Z,,1,disconnected from community,disconnected from community,"[{'name': 'disconnected from community', 'locale': 'en'}]"
1059,,3323,2017-09-05T16:09:56.215Z,2020-03-30T16:18:03.474Z,,2,lacking community voice,lacking community voice,"[{'name': 'lacking community voice', 'locale': 'en'}]"
40,,3323,2017-09-05T16:09:52.959Z,2020-03-30T16:16:33.573Z,,1,alternative approaches,alternative approaches,"[{'name': 'alternative approaches', 'locale': 'en'}]"
1926,,3323,2017-11-21T15:09:33.252Z,2020-03-30T16:20:19.568Z,,1,fallacy that Western = good,fallacy that Western = good,"[{'name': 'fallacy that Western = good', 'locale': 'en'}]"
1925,,3323,2017-11-21T15:09:14.042Z,2020-03-30T16:20:19.520Z,,2,racism,racism,"[{'name': 'racism', 'locale': 'en'}]"
1207,,3323,2017-09-05T16:09:56.732Z,2020-03-30T16:18:11.502Z,,9,NGOs,NGOs,"[{'name': 'NGOs', 'locale': 'en'}]"
140,,3323,2017-09-05T16:09:53.286Z,2020-03-30T16:16:47.214Z,,2,care as government responsibility,care as government responsibility,"[{'name': 'care as government responsibility', 'locale': 'en'}]"
1283,,3323,2017-09-05T16:09:57.021Z,2020-03-30T16:18:15.860Z,485,54,participatory design/collaboration,design intervention → participatory design/collaboration,"[{'name': 'participatory design/collaboration', 'locale': 'en'}]"
1924,,3323,2017-11-21T15:07:33.842Z,2020-03-30T16:20:19.473Z,,1,prototyped in wrong context,prototyped in wrong context,"[{'name': 'prototyped in wrong context', 'locale': 'en'}]"
1923,,3323,2017-11-21T15:07:26.281Z,2020-03-30T16:20:19.423Z,,1,unsuitable technology,unsuitable technology,"[{'name': 'unsuitable technology', 'locale': 'en'}]"
1922,,3323,2017-11-21T15:07:04.142Z,2020-03-30T16:20:19.377Z,,1,problem-solving,problem-solving,"[{'name': 'problem-solving', 'locale': 'en'}]"
447,,3323,2017-09-05T16:09:54.220Z,2020-03-30T16:17:04.670Z,449,19,cultural barriers,cultural difference → cultural barriers,"[{'name': 'cultural barriers', 'locale': 'en'}]"
490,,3323,2017-09-05T16:09:54.351Z,2020-03-30T16:17:12.934Z,,5,developing countries,developing countries,"[{'name': 'developing countries', 'locale': 'en'}]"
1259,,3323,2017-09-05T16:09:56.937Z,2020-03-30T16:18:14.670Z,485,8,OpenHardware,design intervention → OpenHardware,"[{'name': 'OpenHardware', 'locale': 'en'}]"
1451,,3323,2017-09-05T16:09:57.618Z,2020-03-30T16:18:24.885Z,,47,resource strain,resource strain,"[{'name': 'resource strain', 'locale': 'en'}]"
1108,,3323,2017-09-05T16:09:56.379Z,2020-03-30T16:18:05.875Z,,10,making,making,"[{'name': 'making', 'locale': 'en'}]"
963,,3323,2017-09-05T16:09:55.898Z,2020-03-30T16:17:57.604Z,,13,human connection,human connection,"[{'name': 'human connection', 'locale': 'en'}]"
1448,,3323,2017-09-05T16:09:57.605Z,2020-03-30T16:18:24.742Z,,4,resistance,resistance,"[{'name': 'resistance', 'locale': 'en'}]"
123,,3323,2017-09-05T16:09:53.238Z,2020-03-30T16:16:46.004Z,,25,building diverse communities,building diverse communities,"[{'name': 'building diverse communities', 'locale': 'en'}]"
1919,,3323,2017-11-21T14:55:02.302Z,2020-03-30T16:20:19.235Z,,1,dystopia,dystopia,"[{'name': 'dystopia', 'locale': 'en'}]"
1784,,3323,2017-09-05T16:09:58.787Z,2020-03-30T16:20:12.755Z,,4,turning ideas into action,turning ideas into action,"[{'name': 'turning ideas into action', 'locale': 'en'}]"
1918,,3323,2017-11-21T14:54:09.673Z,2020-03-30T16:20:19.189Z,,1,skills mapping,skills mapping,"[{'name': 'skills mapping', 'locale': 'en'}]"
1917,,3323,2017-11-21T14:53:53.631Z,2020-03-30T16:20:19.144Z,,1,storing information,storing information,"[{'name': 'storing information', 'locale': 'en'}]"
470,,3323,2017-09-05T16:09:54.290Z,2020-03-30T16:17:06.864Z,,3,deconstructing family-based care,deconstructing family-based care,"[{'name': 'deconstructing family-based care', 'locale': 'en'}]"
824,,3323,2017-09-05T16:09:55.436Z,2020-03-30T16:17:37.036Z,,25,family,family,"[{'name': 'family', 'locale': 'en'}]"
43,,3323,2017-09-05T16:09:52.967Z,2020-03-30T16:16:33.718Z,,3,alternative family structures,alternative family structures,"[{'name': 'alternative family structures', 'locale': 'en'}]"
869,,3323,2017-09-05T16:09:55.579Z,2020-03-30T16:17:39.794Z,,6,freedom,freedom,"[{'name': 'freedom', 'locale': 'en'}]"
1916,,3323,2017-11-21T14:51:48.904Z,2020-03-30T16:20:19.098Z,,1,power,power,"[{'name': 'power', 'locale': 'en'}]"
1915,,3323,2017-11-21T14:51:34.164Z,2020-03-30T16:20:19.051Z,,1,power structures,power structures,"[{'name': 'power structures', 'locale': 'en'}]"
334,,3323,2017-09-05T16:09:53.870Z,2020-03-30T16:16:58.809Z,,12,collective intelligence,collective intelligence,"[{'name': 'collective intelligence', 'locale': 'en'}]"
83,,3323,2017-09-05T16:09:53.094Z,2020-03-30T16:16:43.479Z,,9,awareness,awareness,"[{'name': 'awareness', 'locale': 'en'}]"
1537,,3323,2017-09-05T16:09:57.920Z,2020-03-30T16:18:29.216Z,,6,sharing experience,sharing experience,"[{'name': 'sharing experience', 'locale': 'en'}]"
1431,,3323,2017-09-05T16:09:57.544Z,2020-03-30T16:18:23.551Z,,4,reliable information,reliable information,"[{'name': 'reliable information', 'locale': 'en'}]"
1421,,3323,2017-09-05T16:09:57.509Z,2020-03-30T16:18:23.091Z,,5,redefining health,redefining health,"[{'name': 'redefining health', 'locale': 'en'}]"
1130,,3323,2017-09-05T16:09:56.451Z,2020-03-30T16:18:06.887Z,,2,medicalisation,medicalisation,"[{'name': 'medicalisation', 'locale': 'en'}]"
1273,,3323,2017-09-05T16:09:56.986Z,2020-03-30T16:18:15.364Z,,4,ownership,ownership,"[{'name': 'ownership', 'locale': 'en'}]"
1769,,3323,2017-09-05T16:09:58.735Z,2020-03-30T16:20:12.031Z,,4,translation,translation,"[{'name': 'translation', 'locale': 'en'}]"
1826,,3323,2017-09-05T16:09:58.940Z,2020-03-30T16:20:14.813Z,,3,visibility,visibility,"[{'name': 'visibility', 'locale': 'en'}]"
1004,,3323,2017-09-05T16:09:56.033Z,2020-03-30T16:17:59.494Z,,5,infrastructural limitations,infrastructural limitations,"[{'name': 'infrastructural limitations', 'locale': 'en'}]"
1391,,3323,2017-09-05T16:09:57.396Z,2020-03-30T16:18:21.616Z,,5,public health,public health,"[{'name': 'public health', 'locale': 'en'}]"
1349,,3323,2017-09-05T16:09:57.251Z,2020-03-30T16:18:19.498Z,,10,prevention,prevention,"[{'name': 'prevention', 'locale': 'en'}]"
395,,3323,2017-09-05T16:09:54.062Z,2020-03-30T16:17:01.716Z,,5,connecting with schools,connecting with schools,"[{'name': 'connecting with schools', 'locale': 'en'}]"
1412,,3323,2017-09-05T16:09:57.478Z,2020-03-30T16:18:22.639Z,,6,reappropriating private for the public,reappropriating private for the public,"[{'name': 'reappropriating private for the public', 'locale': 'en'}]"
1257,,3323,2017-09-05T16:09:56.926Z,2020-03-30T16:18:14.578Z,,38,Open Source,Open Source,"[{'name': 'Open Source', 'locale': 'en'}]"
1914,,3323,2017-11-21T14:44:21.002Z,2020-03-30T16:20:19.000Z,,1,technology as secondary,technology as secondary,"[{'name': 'technology as secondary', 'locale': 'en'}]"
1297,,3323,2017-09-05T16:09:57.070Z,2020-03-30T16:18:16.566Z,,10,people as technology,people as technology,"[{'name': 'people as technology', 'locale': 'en'}]"
1913,,3323,2017-11-21T14:43:18.550Z,2020-03-30T16:20:18.925Z,,1,smoking,smoking,"[{'name': 'smoking', 'locale': 'en'}]"
323,,3323,2017-09-05T16:09:53.837Z,2020-03-30T16:16:58.284Z,,6,co-housing,co-housing,"[{'name': 'co-housing', 'locale': 'en'}]"
905,,3323,2017-09-05T16:09:55.705Z,2020-03-30T16:17:41.876Z,,8,governance,governance,"[{'name': 'governance', 'locale': 'en'}]"
1648,,3323,2017-09-05T16:09:58.315Z,2020-03-30T16:20:01.142Z,,45,sustainability,sustainability,"[{'name': 'sustainability', 'locale': 'en'}]"
1910,,3323,2017-11-21T14:36:18.785Z,2020-03-30T16:20:18.780Z,,1,pushing back on individualism,pushing back on individualism,"[{'name': 'pushing back on individualism', 'locale': 'en'}]"
1909,,3323,2017-11-21T14:35:34.418Z,2020-03-30T16:20:18.731Z,,1,meaningful conversation,meaningful conversation,"[{'name': 'meaningful conversation', 'locale': 'en'}]"
1269,,3323,2017-09-05T16:09:56.972Z,2020-03-30T16:18:15.162Z,,34,outside existing systems,outside existing systems,"[{'name': 'outside existing systems', 'locale': 'en'}]"
1908,,3323,2017-11-21T14:34:46.801Z,2020-03-30T16:20:18.683Z,,1,off the beaten path,off the beaten path,"[{'name': 'off the beaten path', 'locale': 'en'}]"
1531,,3323,2017-09-05T16:09:57.900Z,2020-03-30T16:18:28.915Z,,2,shared responsibility,shared responsibility,"[{'name': 'shared responsibility', 'locale': 'en'}]"
1284,,3323,2017-09-05T16:09:57.025Z,2020-03-30T16:18:15.925Z,,4,partnerships,partnerships,"[{'name': 'partnerships', 'locale': 'en'}]"
126,,3323,2017-09-05T16:09:53.247Z,2020-03-30T16:16:46.159Z,,29,building relationships,building relationships,"[{'name': 'building relationships', 'locale': 'en'}]"
1865,,3323,2017-09-05T16:09:59.083Z,2020-03-30T16:20:17.089Z,,13,workshops,workshops,"[{'name': 'workshops', 'locale': 'en'}]"
1308,,3323,2017-09-05T16:09:57.107Z,2020-03-30T16:18:17.109Z,,31,place-based,place-based,"[{'name': 'place-based', 'locale': 'en'}]"
1907,,3323,2017-11-21T14:30:56.639Z,2020-03-30T16:20:18.633Z,,1,digital detox,digital detox,"[{'name': 'digital detox', 'locale': 'en'}]"
1189,,3323,2017-09-05T16:09:56.667Z,2020-03-30T16:18:10.425Z,,3,nature,nature,"[{'name': 'nature', 'locale': 'en'}]"
1906,,3323,2017-11-21T14:30:28.408Z,2020-03-30T16:20:18.585Z,,1,mindfulness camp,mindfulness camp,"[{'name': 'mindfulness camp', 'locale': 'en'}]"
1559,,3323,2017-09-05T16:09:57.995Z,2020-03-30T16:18:30.602Z,,4,slowness (positive),slowness (positive),"[{'name': 'slowness (positive)', 'locale': 'en'}]"
1905,,3323,2017-11-21T14:29:59.369Z,2020-03-30T16:20:18.536Z,,2,mindfulness,mindfulness,"[{'name': 'mindfulness', 'locale': 'en'}]"
1870,,3323,2017-09-05T16:09:59.102Z,2020-03-30T16:20:17.320Z,,4,yoga,yoga,"[{'name': 'yoga', 'locale': 'en'}]"
1133,,3323,2017-09-05T16:09:56.464Z,2020-03-30T16:18:07.048Z,,2,meditation,meditation,"[{'name': 'meditation', 'locale': 'en'}]"
3090,,4155,2018-07-15T18:40:35.125Z,2020-03-30T16:21:17.571Z,,1,meaningful life,meaningful life,"[{'name': 'meaningful life', 'locale': 'en'}]"
1902,,4155,2017-11-16T20:54:14.857Z,2020-03-30T16:20:18.441Z,,1,help vascular anomaly patients,help vascular anomaly patients,"[{'name': 'help vascular anomaly patients', 'locale': 'en'}]"
1900,,4155,2017-11-16T20:38:49.719Z,2020-03-30T16:20:18.346Z,,1,health self monitoring,health self monitoring,"[{'name': 'health self monitoring', 'locale': 'en'}]"
1555,,3323,2017-09-05T16:09:57.981Z,2020-03-30T16:18:30.064Z,,2,size,size,"[{'name': 'size', 'locale': 'en'}]"
966,,3323,2017-09-05T16:09:55.908Z,2020-03-30T16:17:57.747Z,,5,human rights,human rights,"[{'name': 'human rights', 'locale': 'en'}]"
1363,,3323,2017-09-05T16:09:57.298Z,2020-03-30T16:18:20.185Z,,6,problems with participation,problems with participation,"[{'name': 'problems with participation', 'locale': 'en'}]"
1505,,3323,2017-09-05T16:09:57.805Z,2020-03-30T16:18:27.690Z,,16,self-organization,self-organization,"[{'name': 'self-organization', 'locale': 'en'}]"
855,,3323,2017-09-05T16:09:55.534Z,2020-03-30T16:17:39.159Z,,3,food distribution,food distribution,"[{'name': 'food distribution', 'locale': 'en'}]"
1073,,3323,2017-09-05T16:09:56.261Z,2020-03-30T16:18:04.263Z,198,7,legal barriers,challenge → legal barriers,"[{'name': 'legal barriers', 'locale': 'en'}]"
1271,,3323,2017-09-05T16:09:56.980Z,2020-03-30T16:18:15.262Z,,12,overcoming language barrier,overcoming language barrier,"[{'name': 'overcoming language barrier', 'locale': 'en'}]"
1854,,3323,2017-09-05T16:09:59.042Z,2020-03-30T16:20:16.549Z,,3,women,women,"[{'name': 'women', 'locale': 'en'}]"
1547,,3323,2017-09-05T16:09:57.954Z,2020-03-30T16:18:29.705Z,,2,short-term stability,short-term stability,"[{'name': 'short-term stability', 'locale': 'en'}]"
1871,,3323,2017-09-05T16:09:59.106Z,2020-03-30T16:20:17.368Z,,4,young men,young men,"[{'name': 'young men', 'locale': 'en'}]"
