post_number,post_id,created_at,topic_id,reply_count,reads,readers_count,incoming_link_count,quote_count,like_count,score,reply_to_post_id,source_username,target_username,text
1,54567,2019-06-05T08:32:18.427Z,10078,1,24,23,29,0,0,259.8,54567,anon4270209759,anon4270209759,"anon4270209759 Thomey is my name, I was born in Dülmen in North-West Germany. I work as a freelance journalist in Berlin, and in the last 2-3 years I started cooperating with a network called The Dive (thedive.com), just around the corner from where I live. What they do is development of organisations. The keyword is &lsquo;new work&rsquo;, where you can find new methods of working together, or of organising oneself. I did a lot of PR work for them, but left last year in June. One of the colleagues there, Benedikt is now leaving, and that&rsquo;s why the project is ending..

https://www.badstrasse-quartier.de/images/Fotos/2018/10_Oktober/dive/IMG_3304.jpg

**He and I had this conversation about how beautiful our neighborhood is, were it not for the waste in the streets. We have decided we are going to clean up once a week. To make it realistic, we said we take 30mins. We did it for quite some time, before lunch, Mondays and Tuesdays, and always had quite some bags of waste, but also people joining us.**

We talked to the cafes in the street, with a dance event place for contemporary dance workshops, and with neighborhood management.

You have a lot of unemployed, junkies around in our neighborhood. You only notice it some of the streets, with so much waste lying around. We realised what was necessary was deeper work. It&rsquo;s about education, going into the schools and the homes of people, involving them in getting a feeling for their own environment, and not stopping at their doorstep.

We also realised they have other problems and it&rsquo;s hard to have this particular awareness.

What we did next was to talk to an elementary school with a lot of Capri-Sun bags around it (famous lemonade drink in small plastic bags). We thought maybe it&rsquo;s also the kids we should be talking to. We got in contact with teachers, who were very open to cooperate with us.

There was this local [waste organisation in Berlin](http://nebenan.de) who is responsible from the City, they have a small initiative where people say &lsquo;I want to clean up&rsquo; and they give you the tools to work with. It&rsquo;s a mini facebook for your neighborhood and you log in and ask for help, ask for tools etc. A digital form of community management.

We announced cleanups in whatsapp and slack, for The Dive and in the end where quite a big group:.

https://www.youtube.com/watch?v=U7GMyQFkm-8

That was our last big cleaning action. After that, Benedikt and I had a talk. We had really enjoyed the work with everybody who got involved, but the network that we were coming from wasn&rsquo;t as involved as we would have needed them to be. There was little response, and a not equal situation because Benedikt was fully employed there and I did the whole project pro bono. It didn&rsquo;t work for me: either we do it both for free, or both get paid. We said we take a rest and get together after winter.

When I realised that we weren&rsquo;t gonna continue (we both ended up leaving the company meanwhile), I was thinking of who can I continue the work - but there isn&rsquo;t anyone in the neighborhood that I know who has the time or is on eye level with me, whom I can work with.

**The approach we had was &lsquo;don&rsquo;t complain and do it yourself&rsquo;.**

The waste project was solving different issues: on one side, the City is responsible for cleanup in a different way, not so efficiently, and on the other hand, the people living here don&rsquo;t know about the spaces where they can leave that trash or they just don&rsquo;t give a shit. Those are the two poles, don&rsquo;t know or don&rsquo;t feel responsible. I think that if we had done it longer and kept going, we would have gotten to the point to say okay, we need change on a broader level. For example, for the [Quartiersmanagement ](https://www.badstrasse-quartier.de/quartiersmanagement/artikel/349-ein-riesenstaubsauger-fuer-den-kiez)a clean neighborhood is top concern this year, they have subsidies and you can get money if you apply.

**I learned about how much work it is, this community work. Finding the motivation again and again is the most difficult part. That work is Sisyphus.** You have to do it every couple of days. I have great respect for those who do this all the time, you need to have a lot of intrinsic motivation. You&rsquo;re either not paid at all, or paid very badly. It&rsquo;s not about the money though. I really enjoyed getting in contact with the people, now I feel more connected with where I live. I hardly knew the school, the cafe before."
2,54774,2019-06-09T17:08:55.199Z,10078,0,18,17,1,1,0,83.6,54567,anon2569526640,anon4270209759,"[quote=""anon4270209759, post:1, topic:10078""]
The approach we had was ‘don’t complain and do it yourself’.
[/quote]

That's great @anon4270209759! Thank you very much for sharing your story.

Maybe you would like to have a look at this speculative future project and apply your insights to it?:
https://edgeryders.eu/t/welcome-to-retirement/9869"
3,69232,2020-01-23T13:26:39.790Z,10078,1,10,9,1,0,0,57.0,54567,anon2150155917,anon4270209759,"Great initiative!
Sometimes municipalities support such plans by providing grabs, garbage bags and so on. In my small village near Stuttgart (Baden-Württemberg), there is a ""Kreisputzete"" at least once in a year. It's announced publicly and people meet an run hicking trails or along streams to collect rubbish. The material is provided and when the work is finished they all have supper together. So it's not just cleaning up but also connecting people."
4,69380,2020-01-26T14:23:43.550Z,10078,1,10,9,1,0,0,27.0,69232,anon2569526640,anon2150155917,That sounds quite nice @anon2150155917. Have you been able to participate there?
5,69382,2020-01-26T14:49:43.358Z,10078,0,9,8,1,0,0,6.8,54567,anon2150155917,anon4270209759,"Not yet, due to some problems with my hip @anon2569526640. But I will offer my help preparing supper. Hope they need help. Maybe this can  be my contribution to a lively community. :-)"
6,69412,2020-01-27T12:47:46.086Z,10078,1,8,7,1,0,0,56.6,69380,anon2150155917,anon2569526640,"Meanwhile I called the organizers. Supper will be arranged by the volunteer fire brigade in town.  No help needed. But nevertheless, a very good initiative and I'm not quite sure, if I had had this call without ""Care for the neighborhood"". :-)"
7,69440,2020-01-27T16:48:37.145Z,10078,0,7,6,1,0,0,21.4,69412,anon2569526640,anon2150155917,"@anon2150155917, I am happy you had a good call with them and were inspired to take the initiative. :) Have a wonderful day!"
1,65747,2019-11-25T17:47:04.926Z,11908,2,15,14,8,0,0,98.0,65747,anon2338270226,anon2338270226,"The engagement and community management teams are doing a [stellar job of eliciting interesting content](/t/11652). This phase of the work implied doing so via a plurality of channels: no longer just the online platform, which people find via web search or social media, but also targeted exchanges like interviews and physical events. 

Our main process for acquiring informed consent to participating in research goes through a consent funnel. This is a little piece of code that will not let users of edgeryders.eu post unless they answer correctly to some simple questions, aimed at making sure they do not harm themselves by sharing information that should be confidential. This was received well by the evaluators of our proposal, and it continues to be in place. However, these new channels for acquiring content do *not* go through the usual process of signing up for an Edgeryders account and then posting, so they do not go through the consent funnel either.

There seem to be three of them:

* Physical events. In the case of [this one](/t/11699) (not a POPREBEL one), @anon1046278974 explained what the event was for at the very beginning; to protect people's privacy, participants were asked not to take pictures and to respect Chatham House rules. 
* Interviews. I imagine there are email exchanges where people are asked to be interviewed, they consent etc.
* Forms for pre-signup posting. @anon3755211520 has sketched this process [here](/t/10293/15). 
* Others?

I would like to document our process for acquiring informed consent in each of these cases. Once this is done, I will get in touch with our ethics advisors (Alberto Alemanno for POPREBEL) and request their advice. I have started [a wiki](/t/11904) to collect this information. It lives on the platform, rather than in a ad hoc document, because I think it should be part of every Edgeryders project. 

Can you please help me to do that, @anon579509294, @anon1046278974, @anon

Also ping @anon1544472328."
2,65754,2019-11-25T18:46:01.158Z,11908,1,16,15,1,1,0,13.2,65747,anon3755211520,anon2338270226,"[quote=""anon2338270226, post:1, topic:11908""]
@anon3755211520 has sketched this process [here](/t//10293/15).
[/quote]

That looks wrong, could you check the link?"
3,65766,2019-11-25T20:01:35.426Z,11908,1,15,14,3,0,0,68.0,65747,anon1692224518,anon2338270226,"Regarding the interviews in person, indeed, whenever I ask someone to tell me their story, I first inform them that this text will be used as part of the research, and it will be available on an open platform, and the person can get access to it and delete it, if they want to, at any point. I also stress the possibility of staying anonymous, so that they can disclose as much as they feel comfortable with.

And at the end, when the talk is transcribed, I would send it to the person for a review - with a deadline - to make sure everything is done correctly."
4,65770,2019-11-25T20:49:34.132Z,11908,0,15,14,2,0,0,13.0,65754,anon2338270226,anon3755211520,"Link corrected, sorry."
5,65858,2019-11-26T13:07:10.379Z,11908,1,14,13,2,1,0,17.8,65747,anon579509294,anon2338270226,"[quote=""anon2338270226, post:1, topic:11908""]
Interviews. I imagine there are email exchanges where people are asked to be interviewed, they consent etc.
[/quote]

Yes. Example: for the 2 interviews Tamara did in Serbia where she created accounts for people and posted their stories, we printed out the consent form and they signed it:

https://docs.google.com/document/d/1jF64XYYtwgcn73HvQbzgdzRZcf6cr0sXwYd0lfqu64Y/edit"
6,66155,2019-11-28T11:23:04.848Z,11908,1,14,13,1,1,0,12.8,65766,anon2338270226,anon1692224518,"[quote=""anon
[...] whenever I ask someone to tell me their story, I first inform them that this text will be used as part of the research, and it will be available on an open platform, and the person can get access to it and delete it, if they want to, at any point. [...]

And at the end, when the talk is transcribed, I would send it to the person for a review - with a deadline - to make sure everything is done correctly.
[/quote]


@anon"
7,66156,2019-11-28T11:24:21.656Z,11908,1,14,13,1,1,0,12.8,65858,anon2338270226,anon579509294,"[quote=""anon579509294, post:5, topic:11908""]
we printed out the consent form and they signed it
[/quote]

Great! Where are those forms? We should probably keep them in the office. Can I get hold of them?"
8,66178,2019-11-28T12:23:30.792Z,11908,1,13,12,1,0,0,12.6,66155,anon1692224518,anon2338270226,"No, the consent was always given in person, and neither I have the emails still. I wasnt aware of the need to collect them."
9,66184,2019-11-28T12:45:05.035Z,11908,1,13,12,1,0,0,12.6,66178,anon2338270226,anon1692224518,"But, @anon"
10,66186,2019-11-28T12:56:50.540Z,11908,2,13,12,1,0,0,32.6,65747,anon1046278974,anon2338270226,"For our content that is not posted directly on the platform via the register.edgeryders.eu or listen.edgeryders.eu or directly by the person who already has an account on edgeryders we have a four step process:

1. Person is contacted by email with invitation to join us at the workshop on AI & Justice with link to the event page which contains an FAQ footer explaining that it is part of an EC funded project with grant number 
2. Person is interviewed
3. Transcript is posted in a closed workspace on the platform (in lightly edited version to remove uhms and duuh sounds, connecting sentences etc. No words not uttered by person are edited into text.
4. Individual is helped to create an account,
5. Individual is then added manually to the group which has access to the closed workspace
6. Once added they have access to an editable wiki containing the transcript and are free to edit it directly
7. Once they are happy with it, they let us know and ownership of post is changed to them and then pushed out of the private workspace into the public forum.

Now we are following same process with the notes from the AI & Justice workshop."
11,66191,2019-11-28T13:01:35.322Z,11908,0,13,12,1,0,0,7.6,66186,anon1046278974,anon1046278974,ok so 7 step not four lol
12,66193,2019-11-28T13:05:36.039Z,11908,1,13,12,1,1,0,12.6,66186,anon2338270226,anon1046278974,"[quote=""anon1046278974, post:10, topic:11908""]
Once they are happy with it, they let us know
[/quote]


How does this step happen? They let you know by email?"
13,66197,2019-11-28T13:14:23.913Z,11908,0,13,12,1,0,0,7.6,66193,anon1046278974,anon2338270226,on the platform - usually as a comment on the actual wiki itself or via dm or via email.
14,66206,2019-11-28T13:52:14.890Z,11908,2,12,11,1,0,0,17.4,66184,anon1692224518,anon2338270226,"Indeed, but i also clean my mail quite often.

We did the same with OpenCare, and in that case i created most of the accounts and published stories on behalf of the interviewees but there was no requirement for me to collect their consent. I could probably try to do that retroactively, but it would take quite some time. Let me know."
15,66324,2019-11-29T12:58:40.573Z,11908,0,11,10,1,0,0,22.2,66156,anon579509294,anon2338270226,"Yes, there is 1 page (green paper signed by both the 2 people Tamara interviewed). I put it in the ResNet folder."
16,66640,2019-12-02T13:16:32.362Z,11908,1,11,10,1,1,0,12.2,66206,anon2338270226,anon1692224518,"[quote=""anon
Let me know.
[/quote]


Could we maybe start with a list of the people in this situation?"
17,66673,2019-12-02T15:18:24.388Z,11908,1,11,10,1,0,0,27.2,66640,anon1692224518,anon2338270226,"yes, i will"
18,68247,2020-01-06T15:22:56.273Z,11908,1,11,10,1,0,0,12.2,66673,anon1692224518,anon1692224518,"Hello Alberto, sorry this took so long, here are the stories that I will have difficulties to get consent for now, or it will be impossible (in the Czech case)

https://edgeryders.eu/t/wazne-ze-jest-sie-dobrym-czlowiekiem/10357
https://edgeryders.eu/t/prague-is-great-theres-nothing-much-to-improve-here/10381/2
https://edgeryders.eu/t/id-rather-vote-right-wing-but-theres-nobody-to-vote-for/10380/4
https://edgeryders.eu/t/o-przemocy-i-zyciu-na-lekach-za-najnizsza-krajowa/10415"
19,68255,2020-01-06T15:54:06.389Z,11908,1,12,11,1,0,0,12.4,68247,anon2338270226,anon1692224518,"Thanks, @anon"
20,68256,2020-01-06T15:58:04.339Z,11908,1,12,11,1,0,0,12.4,68255,anon1692224518,anon2338270226,That's exactly the case
21,68264,2020-01-06T16:24:37.065Z,11908,0,11,10,2,0,0,12.2,68256,anon2338270226,anon1692224518,"Hmm. This is not very ethical... :frowning: OK, we take them down."
22,68267,2020-01-06T16:37:52.292Z,11908,0,11,10,1,0,0,7.2,65747,anon1692224518,anon2338270226,This was exactly the same as with open care
23,68268,2020-01-06T16:38:03.156Z,11908,1,10,9,1,1,0,12.0,66206,anon2338270226,anon1692224518,"[quote=""anon
We did the same with OpenCare, and in that case i created most of the accounts and published stories on behalf of the interviewees but there was no requirement for me to collect their consent.
[/quote]

Of course there was the requirement. We even went through a painful process of recovering  the consent following a bug that had blocked the ethical funnel, we informed the ethics advisor, etc. etc."
24,68269,2020-01-06T16:39:15.155Z,11908,1,10,9,1,0,0,12.0,68268,anon1692224518,anon2338270226,"Of course I did have their consent, it was just to speed things up"
25,68270,2020-01-06T16:42:48.325Z,11908,1,10,9,1,0,0,12.0,68269,anon2338270226,anon1692224518,"I know you did! But the thing is, we cannot *prove* you did. This will not fly in case of a third-party verification. Anyway, we will simply connect all the evidence on what we did, then explain the whole thing to our ethics advisor (Alberto Alemanno for POPREBEL) and do what he tells us to do. If he is cool with everything we did, we keep everything."
26,68271,2020-01-06T16:45:39.162Z,11908,2,10,9,1,0,0,17.0,68270,anon1692224518,anon2338270226,"Great! If you want, I can then try to collect the agreements again for the Polish story, the last one - its a friend of a friend. Just let me know what consent would they need to sign now."
27,68274,2020-01-06T16:50:27.634Z,11908,1,10,9,1,0,0,12.0,65747,anon1692224518,anon2338270226,"In case of the Czechs, all we can do is that Kuba and Jirka were also there so they could confirm there was an agreement. In the second Polish case, it was Mikoman's talk on the street so no way to find the lady again."
28,68275,2020-01-06T17:03:52.843Z,11908,0,10,9,2,0,0,12.0,68271,anon2338270226,anon1692224518,"Well, these cases are tricky. Because, when we look at it in the software, we see a normal user, that has gone through the normal ethical funnel. But what happened instead is that *you* created that user, and went through the ethical funnel on their behalf. 

For physical events, anon3117756711mi has used [this paper form](https://docs.google.com/document/d/1jF64XYYtwgcn73HvQbzgdzRZcf6cr0sXwYd0lfqu64Y/edit). An email with the same content would also work, ideally addressed to you, cc to anon3117756711mi (edgeryders address). The email would say  
> * I understand you use my content for research
> * I have considered the risks involved in sharing my views and alignment online, where others (such as the government or my employer) could access them. I feel in this context they are tolerable.
> * I understand the discussion on edgeryders.eu as an exchange of views. I will not use it to disclose sensitive information about myself, such as my credit card number."
29,68276,2020-01-06T17:06:02.853Z,11908,1,10,9,1,1,0,12.0,68274,anon2338270226,anon1692224518,"[quote=""anon
In case of the Czechs, all we can do is that Kuba and Jirka were also there so they could confirm there was an agreement. In the second Polish case, it was Mikoman’s talk on the street so no way to find the lady again.
[/quote]

An external auditor would not doubt us, but believe them. For her, we are all POPREBEL; she would only believe the person herself. However, this is a different case, in a way similar to participant observation. How does consent to research work in this case, @anon1297315084?"
30,68474,2020-01-09T13:00:04.678Z,11908,2,10,9,1,0,0,17.0,68276,anon1297315084,anon2338270226,"You have to have documentation of formal consent in anthropological research if you've interviewed someone. If you have permission from your ethical body to waive written consent (in favour of oral consent) -- I did this in my research because the physical written consent document would be the only thing tying the participant to their name --- then you can go that route, but you as the researcher still have to have documentation of the date and time of formal oral consent. Since you're not anonymising participants, written consent in this situation would normally be required. Regardless, this has to be arranged beforehand with the ethical body and with research participants. 

As a researcher, you really know the difference between informed consent or not in your practice, formal ethical rules aside. Did they know when you were talking to them what you were going to use their contributions for, how they would be made public (and to what audience), and how their name would be attached to that contribution? Do they have continuous access to that information and the ability to request it be removed (up to a certain reasonable time in the future, which you agreed with them?) Did you clearly explain to them these arrangements and did they clearly indicate that they understood? Do they have the ability to contact you and someone above you in charge of overseeing your ethical conduct?  Can you prove that you can ensure their data will only be used for the purposes they agreed?

If you did this and can show it, then you're good. Otherwise, you can't really ethically use the contribution."
31,68480,2020-01-09T13:27:48.559Z,11908,0,10,9,1,1,0,7.0,68474,anon2338270226,anon1297315084,"[quote=""anon1297315084, post:30, topic:11908""]
If you did this and can show it, then you’re good. Otherwise, you can’t really ethically use the contribution.
[/quote]


@anon"
32,68614,2020-01-12T09:55:57.465Z,11908,0,10,9,1,0,0,7.0,68474,anon1692224518,anon1297315084,"This is very important, thank you - in my case, the conditions are true. As for the local connectors , they were trained by anon3117756711mi and Nadia, who I assume explained all the details to them - in which case, I'd also assume the connectors would always act according to the rules. 

I would have to make sure with the person interviewed on the street if there was a contact exchanged, while the second problematic contribution is traceable and I could provide additional agreements, since the written consent was not waived in the case of POPrebel."
33,68965,2020-01-20T11:31:53.998Z,11908,0,9,8,1,0,0,6.8,65747,anon579509294,anon2338270226,"Kuba has previously reported that he helped people to create their stories and offered a manual with instructions, but it was them who posted the stories online. 

anon2635169776, as far as I know was the same: I remember him telling us that people 'promised' to write after the event.

All this to say that we operated under the assumption that platform members registered themselves!

I don't know why consent is being asked now from some CZ community members. Sorry, if my message comes late or you are on it, just ignore it."
34,69293,2020-01-24T14:04:40.892Z,11908,1,8,7,1,1,0,11.6,68271,anon2338270226,anon1692224518,"[quote=""anon
I can then try to collect the agreements again for the Polish story, the last one - its a friend of a friend. Just let me know what consent would they need to sign now.
[/quote]


Natalia, is this done? (see also [my reply](/t/11908/28))"
35,69296,2020-01-24T14:18:29.348Z,11908,1,8,7,1,0,0,26.6,69293,anon1692224518,anon2338270226,It's in progress
36,69303,2020-01-24T16:09:45.382Z,11908,0,8,7,1,0,0,6.6,69296,anon2338270226,anon1692224518,Noted!
1,67913,2019-12-23T18:41:05.089Z,12261,0,20,19,5,0,0,74.0,67913,anon1734094828,anon1734094828,"As I wrote it in my previous post, I started new studies and my aim is to become a dance therapyst. I’ll have schooling for the next 2,5 years mainly on the weekends in Budapest and I’ll have blocks of workshops in the Czech Republic. Beside of this I also have my regular 8-5 job in Brno.

Before moving to Brno a year ago I worked for 6 years in Vienna as a biologist in an population genetic/conservation genetic laboratory and now I have the opportunity to go back to this pervious job. After considering this for long I decided to take this chance and move back to Vienna.

My plan is of course to continue my dance therapy studies, but for this transition period it is a better option for me to be in Vienna. It is closer to Budapest, so I need to spend less time with travelling and I can also save more money. And last but not least I will be close to my very good Viennese friends again.

Brno is a really nice and livable city with a lot of events all around the year. I came here after growing up in Budapest and living the last 6 years in Vienna and to be honest I was affraid that life in this „small” city will be boring. Of course the richness of events is not compairable with Vienna or Budapest, but the city is full of life and there are always programs to choose from, I am never bored.

Also Brno has a very good location for outdoor activities, which I like a lot. You don’t even need to leave the city and you can find nice woods for small hikes and with only a bit of travelling you can make bigger hikes, bike tours, in winter cross country sky tours or you can skate on a lake.

Many positive expericenses, but with speaking Czech language only on a basic level (and with not drinking beer :-)) it is very difficult for me to make strong connections to people and I have a feeling that I am a bit isolated here.

The road of my life brings me back to Vienna for a while now, but for sure this won’t be the endstation. I have a Czech partner and it might happen that I will move back to the Czeck Republic again. :-)"
2,67924,2019-12-24T06:42:35.698Z,12261,0,17,16,1,0,0,23.4,67913,anon3699376315,anon1734094828," anon1734094828, thank you so much for this wonderful post. I am happy you enjoyed Brno a bit. But Vienna and Budapest are very difficult competitors for Brno in cultural life,  haha, but i agree there is always plenty to do and see. And the surroundings of the city...i knew u would enjoy this! I'm sure you are looking forward to new adventures in Vienna."
3,68172,2020-01-04T15:46:35.360Z,12261,1,12,11,1,0,0,27.4,67913,anon1734094828,anon1734094828,"For sure I enjoyed my stay! I explored more of the country in one year than Austria in 6 years.
And as I said before there is a high chance that I will come back to the country again. Hopefully already being stronger in Czech. :-)"
4,68213,2020-01-06T06:17:18.160Z,12261,0,11,10,1,0,0,7.2,68172,anon3699376315,anon1734094828,And we are not done exploring;)
5,69187,2020-01-22T10:24:09.957Z,12261,0,8,7,1,0,0,6.6,67913,anon579509294,anon1734094828,"Hi @anon1734094828 nice to meet you, congrats for the courage to post online!
I have moved out of my home country some time ago, and wrote about the new bubbles you become part of as a migrant:

https://edgeryders.eu/t/i-grew-up-in-post-communism-in-a-fractured-generation-each-with-its-own-bubble/9369

Were you part of the workshop in Brno? if so, what did you learn that you would like to see explored further? I'm asking because this year hopefully more community gatherings will happen all over Europe and it is nice if they are dealing with the subjects people care most about!  
I attended the one in Belgrade and entrepreneurship in a post soviet country was a key thing that was discussed - there seems to be momentum that people set up their own initiatives - whether it's a gaming company or a dance project!"
1,68921,2020-01-19T12:49:57.484Z,12437,0,8,7,6,0,0,76.6,68921,anon3287166008,anon3287166008,"

  Pozdrav svima, moje ime je Djordje, rodjen sam 1981. godine.
 

Molim vas da ne uzimate nista licno sto pisem jer nam je cilj da unapredimo drzavu iz koje poticemo i vezani smo za nju.
Zeleo bih da se predstavim, gde sam i sta radim:
Otisao sam iz Beceja. Izbegao sam u svet jer je, kada sam ja bezao, situacija koja je iz haosa ratova presla u stvarnost lazne nade i „bice bolje“ u vreme posle 5 Oktobra. Deset godina se nista nije menjalo i bilo je samo losije. Osecao sam se, polako, kao deo rijaliti programa kome nije cilj da zabavi ljude vec da eksperimentise koliko moze covek biti sateran u cosak a da mu je bilo kakav otpor uzalud.
  Skolovanje mi nije mnogo pruzilo jer se ja nisam trudio da ucim. Devedesetih nismo mogli da vidimo primere uspesnih skolovanih ljudi koji su ziveli casno i posteno. Zavrsio sam trogodisnju skolu za elektromehanicara. Totalna iskrivljena stvarnost je u meni stvorila poremeceno shvatanje zivota i sustinskih ciljeva u samorazvoju, najbolji drugovi su vecinom otisli nanon1492964592je. 2010g. odlazim da radim na „prekookeancu“ i tamo pocinjem da otvaram vidike, upoznavajuci ljude u svakakvim ulogama, od kolega u pravom smislu, koji rade kraj vas, do kolega koji su na istoj strani stola a koji nemaju veze sa vasim poslom ali sa kojima delite krajnji cilj. Upoznao sam more ljudi koji su bili putnici, vecinom nasmejani i dragi, neki nesvesni a neki svesni okoline u kojoj se nalaze u svakom smislu. Nevidjeno puno drugih kultura, obicaja koji nas uce razumevanju i postovanju. Shvatanje da ne mogu da ucim druge i tako lako i da im sudim, da situacije uvek gledam iz vise a ne samo iz dva ugla. Da ako sam rodjen u Srbiji i ne iznesem moj mozak malo nanon1492964592je, apsolutno nemam prava da imam cak i misljenje o necemu sto nisam doziveo ili upoznao licno. Stanje psihe u Srbiji je veliki problem, ponasanje mladih i starijih… porazavajuce. Mislim da je resenje u jednoj recenici „Milsi globalno, deluj lokalno“, kod nas je to obrnuto i dosta objasnjava kulturu pametovanja i „sveznanja“.
  Krvav rad na brodu, koji je bio ocekivan (radno vreme je pocinjalo u 6:00 a zavrsavalo se oko 9:30 uvece sa 2-2,5h u raznim pauzama izmedju), naucio nas je dosta. Tamo sam napredovao od buffet-stewarda pa polako do kazina i do pozicije Managementa (kratko ali uspesno).
  Imao sam srecu da sve to radim sa zivotnim partnerom sa kojim sada imam dete. Zena i ja smo odlucili, uprkos napredovanju karijera na brodu, da je vreme za prosirenje porodice. Medjutim bili smo svesni problema vracanja u Srbiju. Prihvatanje mentaliteta od kog smo se odvikli. Putujuci cesto u “Nemačku, Beć”, odlucili smo se za taj grad. Prikladan je u svakom smislu… imamo rodjake koji vec zive tamo, blizu je domovine u kojoj smo tada imali puno bliznjih, ali kojih je svake godine sve manje. Pokusavamo im pomoci u “izvlacenju” nanon1492964592je. Fantastican grad sve u svemu. Sve ovo sa nadom da se, na kraju, vratimo u nas grad. Na zalost svesni smo stvarnosti da je to tesko ostvarivo.
Ovde u Becu ,opet, pocinjemo od najnize crte jer nismo znali nemacki, iako smo Engleski jezik naucili do vrlo visokog nivoa, a ovde su ljudi ponosni na svoj jezik I samo na nemackom insistiraju. Prvi posao mi je bio u McDonaldsu, gde sam dobio komentar od devojke iz Srbije “Kakav si ti to Srbin?” jer nemam pojma ko je Milica Todorovic. Nikada nisam zaboravio njeno ime iako ni dan danas ne znam ko je ona ali mogu samo da pretpostavim.

  Zena I ja smo dosli do toga da smo samostalni privrednici u razvoju, sa dve branse. Jedna je “sklapanje namestaja” koja ce nam koristiti u buducnosti da naplatimo neke usluge koje cinim bivsoj firmi prodajuci moje znanje, za koje nemam papire i ne mogu, legalno i na pravi nacin da koristim, a druga je eCommerce, izvoz tekstila iz Srbije i prodaja na Amazon.de i nasoj web prodavnici. Stvar se jos nije razvila do kraja ali je veoma blizu launch-a. Prodaja srpskih proizvoda nam je nekako pala iz patriotizma jer, bez obzira sta pise u uvodu, volimo nasu zemlju I ljude koje smo “ostavili” u Beceju, Srbiji. Sami znamo koji je rezultat u balansu izmedju izvoza i uvoza…
  Nadam se da cu ovde moci da podelim moja iskustva I naucim od vas nesto sto ne znam. Da cu moci da razmenjujem znanje i pricamo o uspesima ali isto tako i o greskama koje smo pravili a koje su mozda vaznije za razvoj od peglanja realnosti zivota."
2,69011,2020-01-20T15:57:21.153Z,12437,0,6,5,1,0,0,6.2,68921,anon1530756637,anon3287166008,"Dobro nam dosao anon3287166008 i hvala na iskrenosti, prica bez filtera!

To nam i treba, jer kao sto si rekao, cilj je da se nasa situacija poboljsa...i u nasim glavama, pa nasem mikro svijetu pa onda i u siroj zajednici. Do toga nece doci ako nismo sposobni realno sagledati stvari i biti iskreni prema samim sebi, reci stvari koje ne zelimo cuti ;)"
